[True, False, True]
Run timestamp: 05092023_121353_7.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '500000.0', '--contrastive_logits_pos_ratio', '0.0078125', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '1000.', '--edge_batch_size', '512', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_7']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2264.
Number of gene programs after filtering and combining: 1691.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1494, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1494, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1494, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 556628
Number of validation nodes: 61848
Number of training edges: 1316511
Number of validation edges: 146278
Edge batch size: 512
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.9033; val_auprc_score: 0.9804; val_best_acc_score: 0.9197; val_best_f1_score: 0.9550; train_kl_reg_loss: 14865.8559; train_edge_recon_loss: 719485.1057; train_cat_covariates_contrastive_loss: 477427.2875; train_gene_expr_recon_loss: 2588699.5988; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 58397.5944; train_global_loss: 3858875.4470; train_optim_loss: 3858875.4470; val_kl_reg_loss: 16550.4494; val_edge_recon_loss: 721616.8007; val_cat_covariates_contrastive_loss: 475986.0564; val_gene_expr_recon_loss: 2238337.8068; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 14528.2266; val_global_loss: 3467019.3689; val_optim_loss: 3467019.3689
Epoch 12/400 |--------------------| 3.0% val_auroc_score: 0.9364; val_auprc_score: 0.9865; val_best_acc_score: 0.9369; val_best_f1_score: 0.9644; train_kl_reg_loss: 24680.4211; train_edge_recon_loss: 685465.1124; train_cat_covariates_contrastive_loss: 478441.3318; train_gene_expr_recon_loss: 1826751.1026; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 15956.7755; train_global_loss: 3031294.7446; train_optim_loss: 3031294.7446; val_kl_reg_loss: 24954.7072; val_edge_recon_loss: 712274.8494; val_cat_covariates_contrastive_loss: 478288.9540; val_gene_expr_recon_loss: 1829243.3733; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 15834.6621; val_global_loss: 3060596.6355; val_optim_loss: 3060596.6355
Epoch 13/400 |--------------------| 3.2% val_auroc_score: 0.9369; val_auprc_score: 0.9868; val_best_acc_score: 0.9369; val_best_f1_score: 0.9643; train_kl_reg_loss: 24948.5215; train_edge_recon_loss: 690885.2862; train_cat_covariates_contrastive_loss: 478530.8779; train_gene_expr_recon_loss: 1823058.9802; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16049.5206; train_global_loss: 3033473.1826; train_optim_loss: 3033473.1826; val_kl_reg_loss: 24611.3409; val_edge_recon_loss: 715222.0227; val_cat_covariates_contrastive_loss: 479407.9732; val_gene_expr_recon_loss: 1822028.0376; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16068.1934; val_global_loss: 3057337.6233; val_optim_loss: 3057337.6233
Epoch 14/400 |--------------------| 3.5% val_auroc_score: 0.9345; val_auprc_score: 0.9859; val_best_acc_score: 0.9362; val_best_f1_score: 0.9639; train_kl_reg_loss: 25063.3441; train_edge_recon_loss: 688009.2199; train_cat_covariates_contrastive_loss: 478534.7991; train_gene_expr_recon_loss: 1819203.6137; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16146.7239; train_global_loss: 3026957.7019; train_optim_loss: 3026957.7019; val_kl_reg_loss: 25989.6702; val_edge_recon_loss: 711505.8352; val_cat_covariates_contrastive_loss: 477765.7654; val_gene_expr_recon_loss: 1819247.8698; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16090.1035; val_global_loss: 3050599.1451; val_optim_loss: 3050599.1451
Epoch 15/400 |--------------------| 3.8% val_auroc_score: 0.9337; val_auprc_score: 0.9863; val_best_acc_score: 0.9326; val_best_f1_score: 0.9619; train_kl_reg_loss: 25318.8610; train_edge_recon_loss: 688175.4955; train_cat_covariates_contrastive_loss: 478661.6079; train_gene_expr_recon_loss: 1816378.9879; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16249.1757; train_global_loss: 3024784.1238; train_optim_loss: 3024784.1238; val_kl_reg_loss: 25224.4997; val_edge_recon_loss: 712775.0939; val_cat_covariates_contrastive_loss: 479065.6471; val_gene_expr_recon_loss: 1822830.8081; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16341.5166; val_global_loss: 3056237.5568; val_optim_loss: 3056237.5568
Epoch 16/400 |--------------------| 4.0% val_auroc_score: 0.9411; val_auprc_score: 0.9878; val_best_acc_score: 0.9384; val_best_f1_score: 0.9651; train_kl_reg_loss: 25358.0041; train_edge_recon_loss: 686866.8313; train_cat_covariates_contrastive_loss: 478607.3925; train_gene_expr_recon_loss: 1812800.4056; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16405.3528; train_global_loss: 3020037.9851; train_optim_loss: 3020037.9851; val_kl_reg_loss: 26817.2453; val_edge_recon_loss: 736860.3717; val_cat_covariates_contrastive_loss: 478833.0687; val_gene_expr_recon_loss: 2073996.6508; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16839.7891; val_global_loss: 3333347.0717; val_optim_loss: 3333347.0717
Epoch 17/400 |--------------------| 4.2% val_auroc_score: 0.9335; val_auprc_score: 0.9860; val_best_acc_score: 0.9343; val_best_f1_score: 0.9629; train_kl_reg_loss: 221781.8516; train_edge_recon_loss: 691414.0484; train_cat_covariates_contrastive_loss: 479231.0650; train_gene_expr_recon_loss: 1921723.6000; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16411.3874; train_global_loss: 3330561.9391; train_optim_loss: 3330561.9391; val_kl_reg_loss: 29494.0457; val_edge_recon_loss: 713273.5249; val_cat_covariates_contrastive_loss: 478638.2326; val_gene_expr_recon_loss: 1842666.5275; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16242.3896; val_global_loss: 3080314.8226; val_optim_loss: 3080314.8226
Epoch 18/400 |--------------------| 4.5% val_auroc_score: 0.9348; val_auprc_score: 0.9861; val_best_acc_score: 0.9373; val_best_f1_score: 0.9646; train_kl_reg_loss: 28562.2308; train_edge_recon_loss: 691420.6219; train_cat_covariates_contrastive_loss: 479322.9129; train_gene_expr_recon_loss: 1831793.4551; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16402.1854; train_global_loss: 3047501.4071; train_optim_loss: 3047501.4071; val_kl_reg_loss: 29088.2087; val_edge_recon_loss: 714410.6377; val_cat_covariates_contrastive_loss: 478908.4212; val_gene_expr_recon_loss: 1827505.7308; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16458.8633; val_global_loss: 3066371.7649; val_optim_loss: 3066371.7649

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 0.0001.

Epoch 19/400 |--------------------| 4.8% val_auroc_score: 0.9353; val_auprc_score: 0.9860; val_best_acc_score: 0.9367; val_best_f1_score: 0.9642; train_kl_reg_loss: 28149.5261; train_edge_recon_loss: 687806.1674; train_cat_covariates_contrastive_loss: 479240.6786; train_gene_expr_recon_loss: 1793237.8232; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 8155.7814; train_global_loss: 2996589.9729; train_optim_loss: 2996589.9729; val_kl_reg_loss: 28344.9536; val_edge_recon_loss: 712569.7790; val_cat_covariates_contrastive_loss: 479011.1297; val_gene_expr_recon_loss: 1798012.5017; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 8049.6494; val_global_loss: 3025988.1014; val_optim_loss: 3025988.1014
Epoch 20/400 |█-------------------| 5.0% val_auroc_score: 0.9360; val_auprc_score: 0.9863; val_best_acc_score: 0.9371; val_best_f1_score: 0.9645; train_kl_reg_loss: 27961.5913; train_edge_recon_loss: 687806.4071; train_cat_covariates_contrastive_loss: 479264.8502; train_gene_expr_recon_loss: 1786613.1232; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 8112.8670; train_global_loss: 2989758.8389; train_optim_loss: 2989758.8389; val_kl_reg_loss: 28103.7080; val_edge_recon_loss: 713749.7220; val_cat_covariates_contrastive_loss: 479198.5971; val_gene_expr_recon_loss: 1793072.0459; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 8095.4648; val_global_loss: 3022219.5726; val_optim_loss: 3022219.5726
Epoch 21/400 |█-------------------| 5.2% val_auroc_score: 0.9378; val_auprc_score: 0.9866; val_best_acc_score: 0.9376; val_best_f1_score: 0.9647; train_kl_reg_loss: 27838.9973; train_edge_recon_loss: 686720.6329; train_cat_covariates_contrastive_loss: 479220.0911; train_gene_expr_recon_loss: 1783231.9888; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 8121.4608; train_global_loss: 2985133.1733; train_optim_loss: 2985133.1733; val_kl_reg_loss: 27853.6291; val_edge_recon_loss: 711259.6930; val_cat_covariates_contrastive_loss: 479635.4099; val_gene_expr_recon_loss: 1789823.0839; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 8145.4976; val_global_loss: 3016717.3138; val_optim_loss: 3016717.3138
Epoch 22/400 |█-------------------| 5.5% val_auroc_score: 0.9370; val_auprc_score: 0.9866; val_best_acc_score: 0.9376; val_best_f1_score: 0.9648; train_kl_reg_loss: 27658.9698; train_edge_recon_loss: 686589.5231; train_cat_covariates_contrastive_loss: 479200.0640; train_gene_expr_recon_loss: 1779431.7616; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 8139.4693; train_global_loss: 2981019.7880; train_optim_loss: 2981019.7880; val_kl_reg_loss: 27677.0215; val_edge_recon_loss: 708027.6718; val_cat_covariates_contrastive_loss: 479297.0306; val_gene_expr_recon_loss: 1786501.6464; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 8146.8374; val_global_loss: 3009650.1128; val_optim_loss: 3009650.1128
