[True]
Run timestamp: 31012024_214358_24.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'starmap_plus_mouse', '--reference_batches', 'batch10', 'batch15', 'batch21', 'batch22', 'batch23', '--n_neighbors', '8', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'dataset', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.01', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '50', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000.', '--lambda_gene_expr_recon', '300.', '--lambda_cat_covariates_contrastive', '30.0', '--contrastive_logits_pos_ratio', '0.0625', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--edge_batch_size', '512', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_24']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2324.
Number of gene programs after filtering and combining: 1818.

Processing batch batch10...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch15...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch21...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch22...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch23...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.01
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 931, n_cat_covariates_embed_input: 0, n_hidden: 931, n_latent: 1412, n_addon_latent: 10, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, 
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1412, n_addon_gp_input: 10, n_cat_covariates_embed_input: 50, n_output: 931
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1412, n_addon_gp_input: 10, n_cat_covariates_embed_input: 50, n_output: 931

--- INITIALIZING TRAINER ---
Number of training nodes: 115396
Number of validation nodes: 12822
Number of training edges: 529798
Number of validation edges: 58866
Edge batch size: 512
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.9779; val_auprc_score: 0.9817; val_best_acc_score: 0.9385; val_best_f1_score: 0.9497; train_kl_reg_loss: 5269.1107; train_edge_recon_loss: 215981.9183; train_cat_covariates_contrastive_loss: 12.1217; train_gene_expr_recon_loss: 216715.7842; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 437978.9353; train_optim_loss: 437978.9353; val_kl_reg_loss: 5450.6348; val_edge_recon_loss: 211080.0389; val_cat_covariates_contrastive_loss: 12.7602; val_gene_expr_recon_loss: 203556.2038; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 420099.6370; val_optim_loss: 420099.6370
Epoch 12/400 |--------------------| 3.0% val_auroc_score: 0.9913; val_auprc_score: 0.9924; val_best_acc_score: 0.9672; val_best_f1_score: 0.9730; train_kl_reg_loss: 6986.0949; train_edge_recon_loss: 208829.6619; train_cat_covariates_contrastive_loss: 14.0623; train_gene_expr_recon_loss: 155395.5822; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 371225.4012; train_optim_loss: 371225.4012; val_kl_reg_loss: 7040.4070; val_edge_recon_loss: 210441.9033; val_cat_covariates_contrastive_loss: 14.0878; val_gene_expr_recon_loss: 154771.0579; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 372267.4560; val_optim_loss: 372267.4560
Epoch 13/400 |--------------------| 3.2% val_auroc_score: 0.9917; val_auprc_score: 0.9930; val_best_acc_score: 0.9683; val_best_f1_score: 0.9739; train_kl_reg_loss: 7007.2925; train_edge_recon_loss: 208672.7451; train_cat_covariates_contrastive_loss: 14.0611; train_gene_expr_recon_loss: 154910.7260; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 370604.8246; train_optim_loss: 370604.8246; val_kl_reg_loss: 7036.3640; val_edge_recon_loss: 209996.3368; val_cat_covariates_contrastive_loss: 14.0662; val_gene_expr_recon_loss: 155357.5966; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 372404.3658; val_optim_loss: 372404.3658
Epoch 14/400 |--------------------| 3.5% val_auroc_score: 0.9916; val_auprc_score: 0.9930; val_best_acc_score: 0.9682; val_best_f1_score: 0.9737; train_kl_reg_loss: 7034.4139; train_edge_recon_loss: 208957.7732; train_cat_covariates_contrastive_loss: 14.0876; train_gene_expr_recon_loss: 154311.2796; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 370317.5542; train_optim_loss: 370317.5542; val_kl_reg_loss: 7037.7818; val_edge_recon_loss: 210250.6204; val_cat_covariates_contrastive_loss: 13.9051; val_gene_expr_recon_loss: 154282.0666; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 371584.3750; val_optim_loss: 371584.3750
Epoch 15/400 |--------------------| 3.8% val_auroc_score: 0.9910; val_auprc_score: 0.9920; val_best_acc_score: 0.9684; val_best_f1_score: 0.9740; train_kl_reg_loss: 7028.6934; train_edge_recon_loss: 208868.0994; train_cat_covariates_contrastive_loss: 14.1273; train_gene_expr_recon_loss: 153716.7625; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 369627.6825; train_optim_loss: 369627.6825; val_kl_reg_loss: 6967.4548; val_edge_recon_loss: 210231.4289; val_cat_covariates_contrastive_loss: 14.0076; val_gene_expr_recon_loss: 153694.8758; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 370907.7671; val_optim_loss: 370907.7671
Epoch 16/400 |--------------------| 4.0% val_auroc_score: 0.9919; val_auprc_score: 0.9932; val_best_acc_score: 0.9686; val_best_f1_score: 0.9742; train_kl_reg_loss: 7043.4842; train_edge_recon_loss: 208661.5429; train_cat_covariates_contrastive_loss: 14.0649; train_gene_expr_recon_loss: 153296.7130; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 369015.8052; train_optim_loss: 369015.8052; val_kl_reg_loss: 7086.4008; val_edge_recon_loss: 210410.2781; val_cat_covariates_contrastive_loss: 14.0507; val_gene_expr_recon_loss: 153539.6837; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 371050.4147; val_optim_loss: 371050.4147
Epoch 17/400 |--------------------| 4.2% val_auroc_score: 0.9924; val_auprc_score: 0.9937; val_best_acc_score: 0.9703; val_best_f1_score: 0.9755; train_kl_reg_loss: 7062.2219; train_edge_recon_loss: 208613.3500; train_cat_covariates_contrastive_loss: 14.1052; train_gene_expr_recon_loss: 152903.2435; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 368592.9204; train_optim_loss: 368592.9204; val_kl_reg_loss: 7084.4847; val_edge_recon_loss: 209403.7577; val_cat_covariates_contrastive_loss: 13.9562; val_gene_expr_recon_loss: 153001.3192; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 369503.5185; val_optim_loss: 369503.5185
Epoch 18/400 |--------------------| 4.5% val_auroc_score: 0.9926; val_auprc_score: 0.9937; val_best_acc_score: 0.9705; val_best_f1_score: 0.9756; train_kl_reg_loss: 7059.2337; train_edge_recon_loss: 208392.4990; train_cat_covariates_contrastive_loss: 14.1023; train_gene_expr_recon_loss: 152388.2674; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 367854.1021; train_optim_loss: 367854.1021; val_kl_reg_loss: 7041.0199; val_edge_recon_loss: 209844.8118; val_cat_covariates_contrastive_loss: 13.9872; val_gene_expr_recon_loss: 152811.3451; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 369711.1639; val_optim_loss: 369711.1639
Epoch 19/400 |--------------------| 4.8% val_auroc_score: 0.9915; val_auprc_score: 0.9928; val_best_acc_score: 0.9690; val_best_f1_score: 0.9745; train_kl_reg_loss: 7066.3336; train_edge_recon_loss: 208481.5771; train_cat_covariates_contrastive_loss: 14.0520; train_gene_expr_recon_loss: 152271.1180; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 367833.0809; train_optim_loss: 367833.0809; val_kl_reg_loss: 7078.4147; val_edge_recon_loss: 209941.9662; val_cat_covariates_contrastive_loss: 14.1180; val_gene_expr_recon_loss: 152556.3154; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 369590.8163; val_optim_loss: 369590.8163
Epoch 20/400 |█-------------------| 5.0% val_auroc_score: 0.9912; val_auprc_score: 0.9924; val_best_acc_score: 0.9688; val_best_f1_score: 0.9743; train_kl_reg_loss: 7092.7947; train_edge_recon_loss: 208408.1574; train_cat_covariates_contrastive_loss: 14.0960; train_gene_expr_recon_loss: 152284.6364; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 367799.6842; train_optim_loss: 367799.6842; val_kl_reg_loss: 7246.5762; val_edge_recon_loss: 210091.7160; val_cat_covariates_contrastive_loss: 14.1375; val_gene_expr_recon_loss: 152376.6557; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 369729.0859; val_optim_loss: 369729.0859
Epoch 21/400 |█-------------------| 5.2% val_auroc_score: 0.9922; val_auprc_score: 0.9936; val_best_acc_score: 0.9706; val_best_f1_score: 0.9757; train_kl_reg_loss: 7084.8271; train_edge_recon_loss: 208416.2087; train_cat_covariates_contrastive_loss: 14.1334; train_gene_expr_recon_loss: 151506.0065; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 367021.1758; train_optim_loss: 367021.1758; val_kl_reg_loss: 7028.9702; val_edge_recon_loss: 209343.4178; val_cat_covariates_contrastive_loss: 14.0359; val_gene_expr_recon_loss: 151765.1152; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 368151.5399; val_optim_loss: 368151.5399
Epoch 22/400 |█-------------------| 5.5% val_auroc_score: 0.9919; val_auprc_score: 0.9930; val_best_acc_score: 0.9698; val_best_f1_score: 0.9751; train_kl_reg_loss: 7099.5880; train_edge_recon_loss: 208489.2671; train_cat_covariates_contrastive_loss: 14.0628; train_gene_expr_recon_loss: 152039.9205; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 367642.8387; train_optim_loss: 367642.8387; val_kl_reg_loss: 7212.2702; val_edge_recon_loss: 209794.5154; val_cat_covariates_contrastive_loss: 14.0313; val_gene_expr_recon_loss: 152096.9904; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 369117.8084; val_optim_loss: 369117.8084
Epoch 23/400 |█-------------------| 5.8% val_auroc_score: 0.9920; val_auprc_score: 0.9933; val_best_acc_score: 0.9702; val_best_f1_score: 0.9755; train_kl_reg_loss: 7120.8993; train_edge_recon_loss: 208230.9114; train_cat_covariates_contrastive_loss: 14.1384; train_gene_expr_recon_loss: 151157.7153; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 366523.6646; train_optim_loss: 366523.6646; val_kl_reg_loss: 7156.4883; val_edge_recon_loss: 209716.8439; val_cat_covariates_contrastive_loss: 14.0511; val_gene_expr_recon_loss: 151345.4861; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 368232.8696; val_optim_loss: 368232.8696
