[True, False, True]
Run timestamp: 05092023_121353_6.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '500000.0', '--contrastive_logits_pos_ratio', '0.015625', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '1000.', '--edge_batch_size', '512', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_6']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2264.
Number of gene programs after filtering and combining: 1691.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1494, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1494, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1494, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 556628
Number of validation nodes: 61848
Number of training edges: 1316511
Number of validation edges: 146278
Edge batch size: 512
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.9016; val_auprc_score: 0.9805; val_best_acc_score: 0.9193; val_best_f1_score: 0.9548; train_kl_reg_loss: 16947.5027; train_edge_recon_loss: 722249.3804; train_cat_covariates_contrastive_loss: 478221.0511; train_gene_expr_recon_loss: 2557912.8273; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 58052.6760; train_global_loss: 3833383.4328; train_optim_loss: 3833383.4328; val_kl_reg_loss: 17087.2088; val_edge_recon_loss: 724684.0039; val_cat_covariates_contrastive_loss: 478374.4810; val_gene_expr_recon_loss: 2234039.6941; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 14183.3496; val_global_loss: 3468368.6469; val_optim_loss: 3468368.6469
Epoch 12/400 |--------------------| 3.0% val_auroc_score: 0.9331; val_auprc_score: 0.9865; val_best_acc_score: 0.9372; val_best_f1_score: 0.9646; train_kl_reg_loss: 25413.4204; train_edge_recon_loss: 692304.4355; train_cat_covariates_contrastive_loss: 479475.9340; train_gene_expr_recon_loss: 1826498.4500; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16759.6519; train_global_loss: 3040451.8941; train_optim_loss: 3040451.8941; val_kl_reg_loss: 26333.1213; val_edge_recon_loss: 711035.9679; val_cat_covariates_contrastive_loss: 478985.0928; val_gene_expr_recon_loss: 1833827.1897; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16659.1367; val_global_loss: 3066840.6154; val_optim_loss: 3066840.6154
Epoch 13/400 |--------------------| 3.2% val_auroc_score: 0.9340; val_auprc_score: 0.9868; val_best_acc_score: 0.9340; val_best_f1_score: 0.9627; train_kl_reg_loss: 25588.2221; train_edge_recon_loss: 693187.5369; train_cat_covariates_contrastive_loss: 479634.1865; train_gene_expr_recon_loss: 1821124.3025; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16773.8696; train_global_loss: 3036308.1228; train_optim_loss: 3036308.1228; val_kl_reg_loss: 25097.7563; val_edge_recon_loss: 712436.3295; val_cat_covariates_contrastive_loss: 480270.1903; val_gene_expr_recon_loss: 1828477.8523; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16729.7676; val_global_loss: 3063011.8733; val_optim_loss: 3063011.8733
Epoch 14/400 |--------------------| 3.5% val_auroc_score: 0.9350; val_auprc_score: 0.9872; val_best_acc_score: 0.9358; val_best_f1_score: 0.9637; train_kl_reg_loss: 25678.7109; train_edge_recon_loss: 689098.4451; train_cat_covariates_contrastive_loss: 479605.7681; train_gene_expr_recon_loss: 1817429.2379; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16863.4741; train_global_loss: 3028675.6354; train_optim_loss: 3028675.6354; val_kl_reg_loss: 25749.7242; val_edge_recon_loss: 709721.5493; val_cat_covariates_contrastive_loss: 480168.4427; val_gene_expr_recon_loss: 1828049.5621; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16854.5840; val_global_loss: 3060543.7780; val_optim_loss: 3060543.7780
Epoch 15/400 |--------------------| 3.8% val_auroc_score: 0.9356; val_auprc_score: 0.9869; val_best_acc_score: 0.9367; val_best_f1_score: 0.9643; train_kl_reg_loss: 25855.0751; train_edge_recon_loss: 688834.0773; train_cat_covariates_contrastive_loss: 479526.0480; train_gene_expr_recon_loss: 1812267.8984; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16918.9573; train_global_loss: 3023402.0546; train_optim_loss: 3023402.0546; val_kl_reg_loss: 25451.2956; val_edge_recon_loss: 716890.7461; val_cat_covariates_contrastive_loss: 479414.1329; val_gene_expr_recon_loss: 1818679.4283; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 17022.5352; val_global_loss: 3057458.1093; val_optim_loss: 3057458.1093
Epoch 16/400 |--------------------| 4.0% val_auroc_score: 0.9333; val_auprc_score: 0.9862; val_best_acc_score: 0.9378; val_best_f1_score: 0.9650; train_kl_reg_loss: 26007.9457; train_edge_recon_loss: 689827.2030; train_cat_covariates_contrastive_loss: 479654.2688; train_gene_expr_recon_loss: 1811631.8295; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 16976.3506; train_global_loss: 3024097.5992; train_optim_loss: 3024097.5992; val_kl_reg_loss: 27049.3999; val_edge_recon_loss: 713538.2651; val_cat_covariates_contrastive_loss: 478358.1286; val_gene_expr_recon_loss: 1815777.4952; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 17126.1934; val_global_loss: 3051849.5455; val_optim_loss: 3051849.5455
Epoch 17/400 |--------------------| 4.2% val_auroc_score: 0.9321; val_auprc_score: 0.9861; val_best_acc_score: 0.9365; val_best_f1_score: 0.9642; train_kl_reg_loss: 26258.6049; train_edge_recon_loss: 689204.4557; train_cat_covariates_contrastive_loss: 479693.0515; train_gene_expr_recon_loss: 1810932.2042; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 17005.5746; train_global_loss: 3023093.8914; train_optim_loss: 3023093.8914; val_kl_reg_loss: 27119.0968; val_edge_recon_loss: 710308.2147; val_cat_covariates_contrastive_loss: 478577.7315; val_gene_expr_recon_loss: 1816075.9685; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16953.0586; val_global_loss: 3049034.0175; val_optim_loss: 3049034.0175
Epoch 18/400 |--------------------| 4.5% val_auroc_score: 0.9354; val_auprc_score: 0.9872; val_best_acc_score: 0.9357; val_best_f1_score: 0.9638; train_kl_reg_loss: 26242.8486; train_edge_recon_loss: 688588.3562; train_cat_covariates_contrastive_loss: 479703.1157; train_gene_expr_recon_loss: 1803905.9088; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 17049.1268; train_global_loss: 3015489.3524; train_optim_loss: 3015489.3524; val_kl_reg_loss: 26556.4744; val_edge_recon_loss: 705043.1230; val_cat_covariates_contrastive_loss: 479921.5582; val_gene_expr_recon_loss: 1811703.4235; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 17111.3184; val_global_loss: 3040335.8295; val_optim_loss: 3040335.8295
Epoch 19/400 |--------------------| 4.8% val_auroc_score: 0.9342; val_auprc_score: 0.9863; val_best_acc_score: 0.9381; val_best_f1_score: 0.9651; train_kl_reg_loss: 26297.5218; train_edge_recon_loss: 687898.9643; train_cat_covariates_contrastive_loss: 479756.3952; train_gene_expr_recon_loss: 1802425.7181; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 17122.6528; train_global_loss: 3013501.2562; train_optim_loss: 3013501.2562; val_kl_reg_loss: 26742.3611; val_edge_recon_loss: 714746.8538; val_cat_covariates_contrastive_loss: 478957.4508; val_gene_expr_recon_loss: 1813679.9808; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 17158.2441; val_global_loss: 3051284.9003; val_optim_loss: 3051284.9003
Epoch 20/400 |█-------------------| 5.0% val_auroc_score: 0.9306; val_auprc_score: 0.9857; val_best_acc_score: 0.9362; val_best_f1_score: 0.9640; train_kl_reg_loss: 26349.3972; train_edge_recon_loss: 687366.8600; train_cat_covariates_contrastive_loss: 479703.2361; train_gene_expr_recon_loss: 1800608.7338; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 17173.0378; train_global_loss: 3011201.2684; train_optim_loss: 3011201.2684; val_kl_reg_loss: 27722.3773; val_edge_recon_loss: 711951.9111; val_cat_covariates_contrastive_loss: 478406.7242; val_gene_expr_recon_loss: 1811715.5179; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 17135.9863; val_global_loss: 3046932.5306; val_optim_loss: 3046932.5306
Epoch 21/400 |█-------------------| 5.2% val_auroc_score: 0.9373; val_auprc_score: 0.9876; val_best_acc_score: 0.9367; val_best_f1_score: 0.9642; train_kl_reg_loss: 26471.3218; train_edge_recon_loss: 689571.4662; train_cat_covariates_contrastive_loss: 479697.9826; train_gene_expr_recon_loss: 1797473.9560; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 17232.5340; train_global_loss: 3010447.2587; train_optim_loss: 3010447.2587; val_kl_reg_loss: 26680.4819; val_edge_recon_loss: 707871.5710; val_cat_covariates_contrastive_loss: 480295.1329; val_gene_expr_recon_loss: 1812569.9585; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 17252.1953; val_global_loss: 3044669.3934; val_optim_loss: 3044669.3934
Epoch 22/400 |█-------------------| 5.5% val_auroc_score: 0.9362; val_auprc_score: 0.9871; val_best_acc_score: 0.9374; val_best_f1_score: 0.9647; train_kl_reg_loss: 26703.9551; train_edge_recon_loss: 686044.6229; train_cat_covariates_contrastive_loss: 479868.1576; train_gene_expr_recon_loss: 1795542.1678; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 17260.1055; train_global_loss: 3005419.0098; train_optim_loss: 3005419.0098; val_kl_reg_loss: 26968.9962; val_edge_recon_loss: 712505.5273; val_cat_covariates_contrastive_loss: 479642.4504; val_gene_expr_recon_loss: 1813970.7059; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 17296.6230; val_global_loss: 3050384.1836; val_optim_loss: 3050384.1836

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 0.0001.

