[True, False, True]
Run timestamp: 30092023_022140_304.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--timestamp_suffix', '_304', '--reference_batches', 'batch1', 'batch2', 'batch4', 'batch5', 'batch6', 'batch7', '--cat_covariates_embeds_nums', '3', '30', '5', '--contrastive_logits_pos_ratio', '0', '--lambda_l1_addon', '0', '--lambda_l1_masked', '0', '--active_gp_thresh_ratio', '0.03', '--lambda_cat_covariates_contrastive', '1000000.0', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--n_sampled_neighbors', '4', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_hidden_encoder', '960', '--n_addon_gp', '100']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 480575
Number of validation nodes: 53397
Number of training edges: 1134287
Number of validation edges: 126031
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.9147; val_auprc_score: 0.9811; val_best_acc_score: 0.9117; val_best_f1_score: 0.9495; train_kl_reg_loss: 12185.8605; train_edge_recon_loss: 814445.4441; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2719132.5820; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3545763.8880; train_optim_loss: 3545763.8880; val_kl_reg_loss: 13449.5572; val_edge_recon_loss: 838753.2695; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2420129.3775; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3272332.2055; val_optim_loss: 3272332.2055
Epoch 12/400 |--------------------| 3.0% val_auroc_score: 0.9516; val_auprc_score: 0.9895; val_best_acc_score: 0.9383; val_best_f1_score: 0.9644; train_kl_reg_loss: 19165.7199; train_edge_recon_loss: 783081.5609; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1975590.6689; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2777837.9491; train_optim_loss: 2777837.9491; val_kl_reg_loss: 19412.0978; val_edge_recon_loss: 816209.9742; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1984588.4408; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2820210.5132; val_optim_loss: 2820210.5132
Epoch 13/400 |--------------------| 3.2% val_auroc_score: 0.9511; val_auprc_score: 0.9895; val_best_acc_score: 0.9372; val_best_f1_score: 0.9638; train_kl_reg_loss: 19272.9266; train_edge_recon_loss: 782561.2918; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1970321.0736; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2772155.2932; train_optim_loss: 2772155.2932; val_kl_reg_loss: 19697.8203; val_edge_recon_loss: 814542.1655; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1979613.4509; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2813853.4393; val_optim_loss: 2813853.4393
Epoch 14/400 |--------------------| 3.5% val_auroc_score: 0.9523; val_auprc_score: 0.9899; val_best_acc_score: 0.9370; val_best_f1_score: 0.9636; train_kl_reg_loss: 19528.2204; train_edge_recon_loss: 787492.3985; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2145880.9572; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2952901.5745; train_optim_loss: 2952901.5745; val_kl_reg_loss: 20031.0819; val_edge_recon_loss: 815178.4124; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2031167.4975; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2866376.9949; val_optim_loss: 2866376.9949
Epoch 15/400 |--------------------| 3.8% val_auroc_score: 0.9523; val_auprc_score: 0.9899; val_best_acc_score: 0.9382; val_best_f1_score: 0.9643; train_kl_reg_loss: 20086.2003; train_edge_recon_loss: 787659.2098; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1999021.1023; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2806766.5134; train_optim_loss: 2806766.5134; val_kl_reg_loss: 20433.8056; val_edge_recon_loss: 807200.7424; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1987241.4403; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2814875.9960; val_optim_loss: 2814875.9960
Epoch 16/400 |--------------------| 4.0% val_auroc_score: 0.9512; val_auprc_score: 0.9894; val_best_acc_score: 0.9375; val_best_f1_score: 0.9640; train_kl_reg_loss: 20049.3909; train_edge_recon_loss: 783723.7969; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1969648.9745; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2773422.1621; train_optim_loss: 2773422.1621; val_kl_reg_loss: 20135.1980; val_edge_recon_loss: 818152.1037; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1967759.0825; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2806046.3856; val_optim_loss: 2806046.3856
Epoch 17/400 |--------------------| 4.2% val_auroc_score: 0.9550; val_auprc_score: 0.9905; val_best_acc_score: 0.9390; val_best_f1_score: 0.9648; train_kl_reg_loss: 20202.2068; train_edge_recon_loss: 784335.7030; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1961580.5179; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2766118.4245; train_optim_loss: 2766118.4245; val_kl_reg_loss: 20141.5336; val_edge_recon_loss: 811863.8894; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1962291.5577; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2794296.9828; val_optim_loss: 2794296.9828
Epoch 18/400 |--------------------| 4.5% val_auroc_score: 0.9550; val_auprc_score: 0.9904; val_best_acc_score: 0.9387; val_best_f1_score: 0.9645; train_kl_reg_loss: 20163.5762; train_edge_recon_loss: 784172.0876; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1956943.8962; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2761279.5613; train_optim_loss: 2761279.5613; val_kl_reg_loss: 20254.5841; val_edge_recon_loss: 820969.4519; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1961885.2389; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2803109.2824; val_optim_loss: 2803109.2824
Epoch 19/400 |--------------------| 4.8% val_auroc_score: 0.9541; val_auprc_score: 0.9904; val_best_acc_score: 0.9384; val_best_f1_score: 0.9645; train_kl_reg_loss: 20194.3437; train_edge_recon_loss: 784384.9429; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1951259.6565; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2755838.9445; train_optim_loss: 2755838.9445; val_kl_reg_loss: 20530.4114; val_edge_recon_loss: 811022.0185; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1960103.0020; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2791655.4413; val_optim_loss: 2791655.4413
Epoch 20/400 |█-------------------| 5.0% val_auroc_score: 0.9549; val_auprc_score: 0.9903; val_best_acc_score: 0.9411; val_best_f1_score: 0.9660; train_kl_reg_loss: 20599.4367; train_edge_recon_loss: 783569.9510; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1950786.7698; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2754956.1581; train_optim_loss: 2754956.1581; val_kl_reg_loss: 20425.1582; val_edge_recon_loss: 808520.4329; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1951808.6093; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2780754.1974; val_optim_loss: 2780754.1974
Epoch 21/400 |█-------------------| 5.2% val_auroc_score: 0.9555; val_auprc_score: 0.9904; val_best_acc_score: 0.9408; val_best_f1_score: 0.9657; train_kl_reg_loss: 20500.8756; train_edge_recon_loss: 784436.2471; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1948164.0261; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2753101.1467; train_optim_loss: 2753101.1467; val_kl_reg_loss: 20810.7748; val_edge_recon_loss: 817772.5951; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1949840.3988; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2788423.7804; val_optim_loss: 2788423.7804
Epoch 22/400 |█-------------------| 5.5% val_auroc_score: 0.8047; val_auprc_score: 0.9587; val_best_acc_score: 0.8626; val_best_f1_score: 0.9243; train_kl_reg_loss: 95776611161080080.0000; train_edge_recon_loss: 1066075.0267; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 10253227.2664; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 95776611172389712.0000; train_optim_loss: 95776611172389712.0000; val_kl_reg_loss: 184474.6469; val_edge_recon_loss: 1035896.8398; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 5569058.1923; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 6789429.6781; val_optim_loss: 6789429.6781
