,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
412,SNCA_ligand_receptor_GP,1,1,1,1,['Snca'],['Slc10a2'],[0.792],[0.0088],[0.989],[0.011]
750,RARRES1_ligand_receptor_GP,1,1,1,1,['Rarres1'],['Nrp2'],[0.4152],[-0.2555],[0.6191],[0.3809]
808,COMPLEX:F8_F9_ligand_receptor_GP,0,0,1,1,[],['F10'],[],[0.915],[],[1.0]
213,LAMA1_ligand_receptor_GP,1,1,1,1,['Lama1'],['Sv2c'],[0.2607],[0.3075],[0.4589],[0.5411]
75,PF4_ligand_receptor_GP,1,1,1,1,['Pf4'],['Thbd'],[1.1815],[0.3384],[0.7774],[0.2226]
175,IL6ST_ligand_receptor_GP,1,1,1,1,['Il6st'],['Epor'],[-0.3365],[0.595],[0.3613],[0.6387]
1075,IGF1_ligand_targetgenes_GP,1,0,280,55,['Igf1'],"['Hspb7', 'Tnni3', 'Nppa', 'Cnn1', 'Myl2', 'Hspb3', 'Nkx2-5', 'Popdc2', 'Homer2', 'Jph2', 'Lbh', 'Arg1', 'Hk1', 'Twist1', 'Cald1', 'Fzd2', 'Igf2r', 'Tnni2', 'Lum', 'Sparcl1', 'Pdlim7', 'Mfap2', 'Mtap', 'Fabp5', 'Srm', 'Tspan2', 'Tinagl1', 'Mtus1', 'Cited2', 'Bin1', 'Tmem158', 'Hoxb2', 'Ddah1', 'Plp2', 'Chd4', 'Shmt2', 'Mvd', 'Myl12a', 'Nudt9', 'Dusp12', 'Ube2s', 'Isl1', 'Ube2l3', 'Tnnt2', 'Fam46a', 'Tnnc2', 'Plac1', 'Loxl1', 'Adk', 'Pak1', 'Olfml3', 'Slc7a5', 'Rars2', 'Cdx2', 'Atad2', 'Wnt5b', 'Vwf', 'Vnn1', 'Vegfa', 'Ube2m', 'Tubb2b', 'Tspan14', 'Tspan12', 'Tox3', 'Tnfsf15', 'Tnfsf10', 'Tnfrsf21', 'Tnf', 'Tmem176b', 'Tlr4', 'Th', 'Tgfbr2', 'Tgfb1', 'Sv2a', 'Stk38', 'Srd5a2', 'Spn', 'Sphk1', 'Sox21', 'Sox1', 'Smtn', 'Slc7a2', 'Slc7a11', 'Slc5a7', 'Slc4a1', 'Slc38a4', 'Slc2a6', 'Slc27a2', 'Slc1a2', 'Six2', 'Sfn', 'Serpine1', 'Sema5a', 'Sema3d', 'Sema3a', 'Sell', 'Sdha', 'Scg2', 'S1pr5', 'S100a9', 'Rnase4', 'Rhag', 'Rcan2', 'Rbp1', 'Rarres2', 'Rab25', 'Pth', 'Ptger4', 'Proc', 'Ppm1e', 'Pomc', 'Pmch', 'Plekho2', 'Pld2', 'Plcg2', 'Plat', 'Pitx1', 'Pik3ip1', 'Pgr', 'Pf4', 'Pdia5', 'Pdgfra', 'Pde8b', 'Pdcd1', 'Pcolce2', 'Pcdh8', 'P2ry2', 'P2rx7', 'Ogdhl', 'Nxf3', 'Nrgn', 'Nr3c1', 'Nr1h4', 'Nos2', 'Nkx6-1', 'Ngfr', 'Nfatc1', 'Neurog2', 'Nes', 'Ndrg1', 'Ncf2', 'Mycn', 'Muc6', 'Mtnr1a', 'Msrb2', 'Msn', 'Mpo', 'Mog', 'Mme', 'Mgll', 'Met', 'Marco', 'Map3k4', 'Mall', 'Lpar4', 'Loxl2', 'Limch1', 'Lif', 'Lamc3', 'Lama3', 'Lad1', 'Kremen2', 'Jag2', 'Itgam', 'Itga5', 'Irf5', 'Il5', 'Il3ra', 'Il2rg', 'Il1rl1', 'Il1b', 'Il15ra', 'Il13ra1', 'Ihh', 'Igfbp3', 'Ifi35', 'Icam4', 'Htr1b', 'Hsd17b11', 'Hrh1', 'Hoxb6', 'Hdac7', 'Hcrtr2', 'Hcrt', 'Gys2', 'Guca2a', 'Grm3', 'Gpx7', 'Gpr171', 'Gnrh1', 'Glyat', 'Gjb5', 'Ggt1', 'Gdnf', 'Gclc', 'Gata1', 'Gapdhs', 'Gale', 'Gabbr1', 'Gabarapl1', 'Flt4', 'Fhl2', 'Fgfr3', 'Fgf17', 'F2rl2', 'Eya2', 'Ermap', 'Ercc6l', 'Epo', 'Epha7', 'Epb42', 'En1', 'Elf5', 'Egfr', 'Egf', 'Edn2', 'Dusp13', 'Dscam', 'Drd4', 'Dpyd', 'Dnm3', 'Dmp1', 'Dlx2', 'Dio1', 'Dhrs11', 'Ddx23', 'Ddr1', 'Dbh', 'Dab2', 'Cytl1', 'Cyp11a1', 'Ctf1', 'Csf2', 'Crlf2', 'Coro1a', 'Col19a1', 'Col17a1', 'Cntn6', 'Clec1b', 'Cldn1', 'Ckm', 'Cftr', 'Celsr3', 'Cdx4', 'Cdkn1a', 'Cdh18', 'Cdh11', 'Cdc42ep1', 'Cd7', 'Cd6', 'Cd36', 'Cd160', 'Ccnd1', 'Ccl20', 'Btn1a1', 'Blvra', 'Bhmt', 'Batf', 'B4galt2', 'Atrx', 'Atf3', 'Aspa', 'Arhgap25', 'Aqp2', 'Aplnr', 'Apba2', 'Aoc3', 'Anxa1', 'Angpt4', 'Amhr2', 'Alox5ap', 'Aldoc', 'Agt', 'Agmat', 'Adrb2', 'Adra1d', 'Adra1a', 'Adcy7', 'Adamts3', 'Acvr2b']",[0.0],"[0.1639, 0.1365, 0.1362, 0.1362, 0.128, 0.1264, 0.1245, 0.1085, 0.0734, 0.0674, 0.0667, -0.0438, 0.0357, -0.0333, -0.0333, -0.0327, 0.0313, 0.0284, -0.026, -0.0239, 0.0235, -0.0183, -0.0165, -0.0161, -0.0138, 0.0127, 0.0102, 0.0076, 0.0074, -0.0067, -0.0064, -0.0059, 0.0045, 0.0039, -0.0039, -0.0039, 0.0036, 0.0029, -0.0021, -0.0012, -0.0007, 0.0005, -0.0004, 0.0002, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",[0.0],"[0.0946, 0.0788, 0.0786, 0.0786, 0.0739, 0.073, 0.0719, 0.0626, 0.0424, 0.0389, 0.0385, 0.0253, 0.0206, 0.0192, 0.0192, 0.0189, 0.0181, 0.0164, 0.015, 0.0138, 0.0136, 0.0106, 0.0095, 0.0093, 0.0079, 0.0073, 0.0059, 0.0044, 0.0043, 0.0039, 0.0037, 0.0034, 0.0026, 0.0022, 0.0023, 0.0022, 0.0021, 0.0016, 0.0012, 0.0007, 0.0004, 0.0003, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,FGF9_ligand_receptor_GP,1,1,1,1,['Fgf9'],['Fgfr4'],[0.6717],[0.2648],[0.7173],[0.2827]
674,ESM1_ligand_receptor_GP,1,1,2,2,['Esm1'],"['Itgb2', 'Itgal']",[0.279],"[1.0808, -0.3368]",[0.1644],"[0.6371, 0.1985]"
372,NPPC_ligand_receptor_GP,1,1,1,1,['Nppc'],['Npr2'],[0.7207],[0.0309],[0.9589],[0.0411]
12,IL1A_ligand_receptor_GP,1,1,1,1,['Il1a'],['Mapkapk3'],[0.0571],[1.0556],[0.0513],[0.9487]
265,IL7_ligand_receptor_GP,1,1,2,2,['Il7'],"['Il2rg', 'Il7r']",[0.139],"[0.8557, -0.0097]",[0.1384],"[0.8519, 0.0096]"
125,FGF5_ligand_receptor_GP,1,1,1,1,['Fgf5'],['Fgfr4'],[0.6361],[-0.1408],[0.8188],[0.1812]
580,NPTN_ligand_receptor_GP,1,1,1,1,['Nptn'],['Epor'],[0.0559],[0.5826],[0.0876],[0.9124]
776,APELA_ligand_receptor_GP,1,1,1,1,['Apela'],['Aplnr'],[0.8472],[0.299],[0.7392],[0.2608]
1036,RSPO3_ligand_targetgenes_GP,1,1,0,0,['Rspo3'],[],[0.6941],[],[1.0],[]
494,CD99_ligand_receptor_GP,0,0,1,1,[],['Cd99l2'],[],[0.3352],[],[1.0]
274,LEFTY2_ligand_receptor_GP,1,1,1,1,['Lefty2'],['Acvr1b'],[0.3174],[0.1611],[0.6633],[0.3367]
105,FGF18_ligand_receptor_GP,1,1,1,1,['Fgf18'],['Fgfr4'],[0.637],[-0.2804],[0.6944],[0.3056]
1236,LRPAP1_ligand_targetgenes_GP,1,1,1,1,['Lrpap1'],['Ifng'],[0.3448],[0.0469],[0.8802],[0.1198]
446,CXCL14_ligand_receptor_GP,1,1,1,1,['Cxcl14'],['Ccr9'],[0.4891],[-0.0045],[0.9908],[0.0092]
13,NPPA_ligand_receptor_GP,1,1,1,1,['Nppa'],['Prkg1'],[0.9119],[0.6404],[0.5875],[0.4125]
