,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
549,ANGPTL6_ligand_receptor_GP,1,1,1,1,['Angptl6'],['Tek'],[0.4535],[0.8502],[0.3478],[0.6522]
187,FSHB_ligand_receptor_GP,1,1,1,1,['Fshb'],['Gpr20'],[0.0099],[0.339],[0.0283],[0.9717]
587,CSH2_ligand_receptor_GP,0,0,1,1,[],['Prlr'],[],[0.4223],[],[1.0]
1252,NXPH3_ligand_targetgenes_GP,1,1,0,0,['Nxph3'],[],[0.3249],[],[1.0],[]
262,TGFB3_ligand_receptor_GP,1,1,2,2,['Tgfb3'],"['Tgfbr2', 'Acvr1']",[0.0838],"[0.3575, 0.1193]",[0.1494],"[0.6378, 0.2128]"
1,EPOR_ligand_receptor_GP,1,1,1,1,['Epor'],['Stat3'],[0.8471],[0.6277],[0.5744],[0.4256]
259,TFF3_ligand_receptor_GP,1,1,1,1,['Tff3'],['Ackr3'],[0.4974],[-0.2234],[0.6901],[0.3099]
1386,PCDH1_ligand_targetgenes_GP,1,1,1,1,['Pcdh1'],['Cdkn1a'],[0.5439],[0.0168],[0.9701],[0.0299]
180,IAPP_ligand_receptor_GP,1,1,1,1,['Iapp'],['Gpr20'],[-0.0235],[0.3049],[0.0715],[0.9285]
726,SORL1_ligand_receptor_GP,1,1,1,1,['Sorl1'],['Cntfr'],[-0.805],[0.8169],[0.4963],[0.5037]
37,CXCL11_ligand_receptor_GP,0,0,1,1,[],['Ackr3'],[],[0.7586],[],[1.0]
458,AIMP1_ligand_receptor_GP,1,1,1,1,['Aimp1'],['Ntrk1'],[-0.003],[0.3783],[0.008],[0.992]
477,CD58_ligand_receptor_GP,0,0,1,1,[],['Cd2'],[],[0.5899],[],[1.0]
85,NRG3_ligand_receptor_GP,1,1,2,2,['Nrg3'],"['Erbb2', 'Erbb4']",[0.3304],"[0.1232, 0.0197]",[0.698],"[0.2603, 0.0417]"
378,APOC2_ligand_receptor_GP,1,1,1,1,['Apoc2'],['Lrp2'],[-0.0701],[0.2584],[0.2134],[0.7866]
461,ARTN_ligand_receptor_GP,1,1,2,2,['Artn'],"['Gfra3', 'Ret']",[0.0585],"[0.7011, -0.3205]",[0.0542],"[0.6491, 0.2967]"
355,OCLN_ligand_receptor_GP,1,1,1,1,['Ocln'],['Tgfbr1'],[0.6016],[-0.1061],[0.8501],[0.1499]
101,BTC_ligand_receptor_GP,1,1,2,2,['Btc'],"['Erbb2', 'Erbb4']",[-0.3667],"[0.338, 0.1294]",[0.4396],"[0.4052, 0.1552]"
299,PI3_ligand_receptor_GP,0,0,1,1,[],['Pld2'],[],[0.2959],[],[1.0]
41,APLN_ligand_receptor_GP,1,1,0,0,['Apln'],[],[0.8595],[],[1.0],[]
408,ANGPTL4_ligand_receptor_GP,1,1,1,1,['Angptl4'],['Gpihbp1'],[0.3966],[0.2841],[0.5826],[0.4174]
598,GPHB5_ligand_receptor_GP,1,1,1,1,['Gphb5'],['Tshr'],[-0.0276],[0.3237],[0.0787],[0.9213]
333,LAMC3_ligand_receptor_GP,1,1,1,1,['Lamc3'],['Sv2c'],[0.5376],[0.062],[0.8966],[0.1034]
994,ICAM3_ligand_targetgenes_GP,0,0,3,3,[],"['Fhl2', 'Rara', 'Cdkn1a']",[],"[0.8245, 0.1945, 0.1314]",[],"[0.7167, 0.1691, 0.1142]"
680,IFNL2_ligand_receptor_GP,1,1,2,2,['Ifnl2'],"['Il10rb', 'Ifnlr1']",[-0.0218],"[0.3335, 0.2415]",[0.0365],"[0.5589, 0.4047]"
274,LEFTY2_ligand_receptor_GP,1,1,1,1,['Lefty2'],['Acvr1b'],[0.3174],[0.1611],[0.6633],[0.3367]
100,VEGFB_ligand_receptor_GP,1,1,1,1,['Vegfb'],['Stradb'],[-0.2619],[0.2931],[0.472],[0.528]
52,CXCL3_ligand_receptor_GP,1,1,1,1,['Cxcl3'],['Adra2a'],[-0.1627],[0.29],[0.3593],[0.6407]
1325,WNT10B_ligand_targetgenes_GP,1,1,1,1,['Wnt10b'],['Ctgf'],[-0.1255],[0.4646],[0.2127],[0.7873]
812,NPTX2_ligand_receptor_GP,1,1,1,1,['Nptx2'],['Nptxr'],[0.9735],[-0.0662],[0.9363],[0.0637]
460,VGF_ligand_receptor_GP,1,1,1,1,['Vgf'],['Ntrk1'],[0.2315],[0.6187],[0.2723],[0.7277]
546,IFNE_ligand_receptor_GP,1,1,1,1,['Ifne'],['Adgrv1'],[-0.0219],[0.5712],[0.037],[0.963]
720,PSG4_ligand_receptor_GP,0,0,1,1,[],['Dscam'],[],[0.2208],[],[1.0]
547,ANGPTL1_ligand_receptor_GP,1,1,0,0,['Angptl1'],[],[0.7819],[],[1.0],[]
816,PCSK1N_ligand_receptor_GP,1,1,1,1,['Pcsk1n'],['Gpr171'],[0.7201],[-0.0709],[0.9104],[0.0896]
320,IL5_ligand_receptor_GP,1,1,2,2,['Il5'],"['Csf2rb', 'Il5ra']",[0.009],"[0.5406, 0.0071]",[0.0162],"[0.9711, 0.0128]"
451,TF_ligand_receptor_GP,0,0,1,1,[],['Gpr162'],[],[0.7391],[],[1.0]
826,NELL2_ligand_receptor_GP,1,1,1,1,['Nell2'],['Robo3'],[1.2663],[0.4338],[0.7448],[0.2552]
695,SIRPB2_ligand_receptor_GP,0,0,1,1,[],['Cd47'],[],[0.4562],[],[1.0]
369,ICAM2_ligand_receptor_GP,1,1,1,1,['Icam2'],['Itgam'],[0.9032],[0.5638],[0.6157],[0.3843]
497,NPTX1_ligand_receptor_GP,1,1,1,1,['Nptx1'],['Nptxr'],[0.4538],[-0.1986],[0.6956],[0.3044]
674,ESM1_ligand_receptor_GP,1,1,2,2,['Esm1'],"['Itgb2', 'Itgal']",[0.279],"[1.0808, -0.3368]",[0.1644],"[0.6371, 0.1985]"
380,APOA4_ligand_receptor_GP,1,1,1,1,['Apoa4'],['Lrp2'],[-0.0303],[0.3581],[0.078],[0.922]
362,VWF_ligand_receptor_GP,1,1,2,2,['Vwf'],"['Gp1ba', 'Gp1bb']",[0.7938],"[1.1315, 1.0585]",[0.266],"[0.3792, 0.3547]"
696,NTN3_ligand_receptor_GP,0,0,1,1,[],['Cdon'],[],[0.4469],[],[1.0]
703,EDN2_ligand_receptor_GP,1,1,1,1,['Edn2'],['Ednrb'],[0.1291],[0.6296],[0.1702],[0.8298]
459,COPA_ligand_receptor_GP,1,1,1,1,['Copa'],['P2ry6'],[0.047],[0.4573],[0.0932],[0.9068]
1188,FGF3_ligand_targetgenes_GP,1,1,0,0,['Fgf3'],[],[0.5702],[],[1.0],[]
81,TGFA_ligand_receptor_GP,1,1,1,1,['Tgfa'],['Ptprd'],[0.171],[0.1948],[0.4674],[0.5326]
849,CXCL11_ligand_targetgenes_GP,0,0,2,2,[],"['Mmp9', 'Mmp2']",[],"[1.2194, 0.5068]",[],"[0.7064, 0.2936]"
428,ETV5_ligand_receptor_GP,1,1,1,1,['Etv5'],['Erbb2'],[0.3862],[0.1062],[0.7843],[0.2157]
404,SPON2_ligand_receptor_GP,1,1,1,1,['Spon2'],['Itgam'],[0.995],[0.2896],[0.7746],[0.2254]
417,COL16A1_ligand_receptor_GP,1,1,2,2,['Col16a1'],"['Itga11', 'Itgb1']",[0.633],"[-0.5153, 0.013]",[0.5451],"[0.4438, 0.0112]"
800,SLIT3_ligand_receptor_GP,1,1,1,1,['Slit3'],['Robo1'],[-0.4008],[0.4379],[0.4778],[0.5222]
321,NRG2_ligand_receptor_GP,1,1,0,0,['Nrg2'],[],[0.348],[],[1.0],[]
21,NTN1_ligand_receptor_GP,1,1,1,1,['Ntn1'],['Adora2b'],[0.5217],[-0.1586],[0.7669],[0.2331]
700,SEMA3D_ligand_receptor_GP,1,1,2,2,['Sema3d'],"['Nrp2', 'Plxna4']",[-0.4131],"[0.4525, 0.0085]",[0.4726],"[0.5177, 0.0097]"
71,INSL5_ligand_receptor_GP,1,1,1,1,['Insl5'],['Rxfp3'],[0.8893],[-0.0379],[0.9591],[0.0409]
155,FGFR4_ligand_receptor_GP,1,1,1,1,['Fgfr4'],['Siglec15'],[0.7348],[0.0322],[0.9581],[0.0419]
1410,PCDHB3_ligand_targetgenes_GP,1,1,2,2,['Pcdhb3'],"['Lef1', 'Axin2']",[-0.0621],"[0.4193, 0.1725]",[0.095],"[0.6412, 0.2638]"
488,TRH_ligand_receptor_GP,1,1,1,1,['Trh'],['Trhr'],[1.0746],[-0.0431],[0.9614],[0.0386]
485,CLDN1_ligand_receptor_GP,1,1,1,1,['Cldn1'],['Mmp2'],[1.0794],[0.3139],[0.7747],[0.2253]
349,IL21_ligand_receptor_GP,1,1,2,2,['Il21'],"['Il2rg', 'Il21r']",[0.0043],"[0.8543, 0.2034]",[0.004],"[0.8044, 0.1916]"
605,COL8A2_ligand_receptor_GP,1,1,1,1,['Col8a2'],['Slc4a11'],[0.8592],[0.5058],[0.6294],[0.3706]
719,CNMD_ligand_receptor_GP,1,1,1,1,['Cnmd'],['Ptprd'],[0.8548],[0.1804],[0.8258],[0.1742]
523,CCN3_ligand_receptor_GP,0,0,1,1,[],['Notch1'],[],[0.8507],[],[1.0]
59,ANXA1_ligand_receptor_GP,1,1,2,2,['Anxa1'],"['Fpr2', 'Fpr3']",[0.7316],"[-0.023, -0.0171]",[0.948],"[0.0298, 0.0222]"
1005,NFASC_ligand_targetgenes_GP,1,1,0,0,['Nfasc'],[],[0.8334],[],[1.0],[]
657,COL20A1_ligand_receptor_GP,1,1,2,2,['Col20a1'],"['Itga11', 'Itgb1']",[0.4269],"[-0.1631, -0.0454]",[0.6719],"[0.2567, 0.0714]"
600,LTB_ligand_receptor_GP,1,1,1,1,['Ltb'],['Ltbr'],[0.4159],[0.4999],[0.4541],[0.5459]
290,OSM_ligand_receptor_GP,1,1,1,1,['Osm'],['Plat'],[-0.0169],[0.591],[0.0279],[0.9721]
104,FGF17_ligand_receptor_GP,1,1,1,1,['Fgf17'],['Fgfr4'],[0.975],[0.5017],[0.6602],[0.3398]
152,FSTL1_ligand_receptor_GP,1,1,1,1,['Fstl1'],['Dip2a'],[0.4705],[0.279],[0.6278],[0.3722]
660,COL15A1_ligand_receptor_GP,1,1,2,2,['Col15a1'],"['Itga11', 'Itgb1']",[0.3023],"[-0.1431, -0.0202]",[0.6491],"[0.3074, 0.0435]"
446,CXCL14_ligand_receptor_GP,1,1,1,1,['Cxcl14'],['Ccr9'],[0.4891],[-0.0045],[0.9908],[0.0092]
505,SEMA3A_ligand_receptor_GP,1,1,1,1,['Sema3a'],['Plxna4'],[0.4863],[0.1581],[0.7547],[0.2453]
97,FGF8_ligand_receptor_GP,1,1,1,1,['Fgf8'],['Thbs1'],[0.636],[0.329],[0.6591],[0.3409]
1279,SERPINE2_ligand_targetgenes_GP,1,1,1,1,['Serpine2'],['Mmp9'],[-0.2666],[0.7271],[0.2683],[0.7317]
1180,FGF12_ligand_targetgenes_GP,1,1,0,0,['Fgf12'],[],[0.584],[],[1.0],[]
25,PDGFB_ligand_receptor_GP,1,1,1,1,['Pdgfb'],['Adgrv1'],[0.9211],[-0.7931],[0.5373],[0.4627]
611,COMPLEX:LAMA3_LAMB3_LAMC2_ligand_receptor_GP,0,0,2,2,[],"['Itga6', 'Itgb1']",[],"[0.3909, -0.0039]",[],"[0.9901, 0.0099]"
457,GPI_ligand_receptor_GP,0,0,1,1,[],['Ntrk1'],[],[0.1751],[],[1.0]
142,LRIG2_ligand_receptor_GP,1,1,1,1,['Lrig2'],['Egfr'],[-0.1337],[0.2854],[0.3191],[0.6809]
481,NTN4_ligand_receptor_GP,1,1,1,1,['Ntn4'],['Unc5a'],[0.1326],[0.4521],[0.2268],[0.7732]
414,NPNT_ligand_receptor_GP,1,1,1,1,['Npnt'],['Itga8'],[0.976],[0.1761],[0.8471],[0.1529]
43,CCL23_ligand_receptor_GP,0,0,1,1,[],['Adra2a'],[],[0.2207],[],[1.0]
288,GREM1_ligand_receptor_GP,1,1,1,1,['Grem1'],['Kdr'],[0.883],[-0.0611],[0.9353],[0.0647]
693,IGFBP7_ligand_receptor_GP,1,1,0,0,['Igfbp7'],[],[0.6813],[],[1.0],[]
624,APOC4_ligand_receptor_GP,1,1,1,1,['Apoc4'],['Vldlr'],[0.2144],[0.1818],[0.5411],[0.4589]
381,APOA2_ligand_receptor_GP,1,1,1,1,['Apoa2'],['Pon1'],[0.0152],[0.3662],[0.0397],[0.9603]
1087,OSTN_ligand_targetgenes_GP,1,0,236,48,['Ostn'],"['Tcf15', 'Hspb2', 'Otx2', 'Hesx1', 'Hoxa1', 'Ebf1', 'Hoxa5', 'Hoxb1', 'Hoxb4', 'Hoxa2', 'Gata6', 'Meis2', 'Ddah1', 'Osr1', 'Selenop', 'Lmo4', 'Dusp6', 'Rbpms', 'Ptch1', 'Nr2f1', 'Cadm1', 'Fstl1', 'Slc29a1', 'Stard10', 'Lpl', 'Mdk', 'Ntn1', 'Cyr61', 'Pitx2', 'Mcm7', 'Cited2', 'Vcan', 'Bmp2', 'Dll1', 'Id3', 'Ppp1cb', 'Fn1', 'Slc2a1', 'Zeb2', 'Gnas', 'Ddx5', 'Trim63', 'Hoxb8', 'Bin1', 'Ptpn1', 'Sh3bp5', 'Irs4', 'Gfi1b', 'Zbtb20', 'Wnt2b', 'Wfikkn2', 'Vgf', 'Ube2h', 'Txndc12', 'Tspan4', 'Tnfsf10', 'Tnfrsf1a', 'Thra', 'Tgfb3', 'Tet2', 'Tek', 'Tbx4', 'Tbx3', 'Stat3', 'Stab2', 'St5', 'Sp8', 'Sox2', 'Sorl1', 'Socs2', 'Smim22', 'Slc6a12', 'Slc3a2', 'Slc38a3', 'Slc38a2', 'Sgk1', 'Sesn3', 'Sema6d', 'Sema4b', 'Sell', 'Sdk2', 'Sardh', 'Rxra', 'Runx1', 'Rora', 'Rdh8', 'Rasd1', 'Rara', 'Ptprf', 'Ptprd', 'Psen1', 'Prl', 'Prex2', 'Ppm1b', 'Ppargc1a', 'Pou3f2', 'Pmch', 'Plxnc1', 'Pln', 'Plg', 'Pik3ip1', 'Phox2b', 'Pde4d', 'Pcdh1', 'Pak1', 'Ostn', 'Osgin1', 'Nxph1', 'Ntsr2', 'Ntrk3', 'Nrp2', 'Nrg1', 'Nr1d1', 'Nr0b2', 'Npy', 'Npvf', 'Nppb', 'Nppa', 'Notch1', 'Nos3', 'Nmnat2', 'Nfib', 'Nfatc1', 'Ndrg1', 'Nav2', 'Mycn', 'Mstn', 'Mst1', 'Msmp', 'Msmb', 'Mmp13', 'Mgll', 'Met', 'Mat1a', 'Map2k6', 'Lpp', 'Lifr', 'Lhx5', 'Lhx1', 'Lgi1', 'Lef1', 'Lamc2', 'Lag3', 'Kmt2e', 'Klf6', 'Klf2', 'Kcnj5', 'Kalrn', 'Junb', 'Jag1', 'Itgb8', 'Irx4', 'Inhba', 'Il7r', 'Il6st', 'Il12rb1', 'Igsf1', 'Ifnk', 'Id2', 'Id1', 'Icam5', 'Hoxc8', 'Hoxc6', 'Hoxc5', 'Hoxc4', 'Hoxa11', 'Hoxa10', 'Hmox1', 'Hlx', 'Hhex', 'Grhl3', 'Grb7', 'Grap2', 'Gprc5c', 'Gdf15', 'Gabarap', 'Fst', 'Foxg1', 'Flrt3', 'Fli1', 'Fgf9', 'Fgf14', 'Fgf12', 'Fgf10', 'Fbxo32', 'Fbp2', 'Fabp1', 'F10', 'Etv5', 'Esr1', 'Ermn', 'Enpp6', 'Egfr', 'Efna1', 'Efemp1', 'Edn1', 'Dusp4', 'Dusp16', 'Dusp14', 'Dusp1', 'Dpyd', 'Dnajc6', 'Dhrs3', 'Dgat2', 'Ddx17', 'Cyp24a1', 'Ctgf', 'Csrp3', 'Cpn1', 'Clstn1', 'Chd2', 'Chd1', 'Cdx2', 'Cdkn1c', 'Cdkn1a', 'Cd28', 'Ccnd2', 'Ccnd1', 'Cacna1d', 'Bdnf', 'Axin2', 'Atf3', 'Aspg', 'Asb2', 'Art3', 'Ar', 'Apoc3', 'Apoa5', 'Apoa2', 'Angpt2', 'Ahcy', 'Agxt', 'Agrp', 'Adk', 'Adipoq', 'Acaca']",[-0.0],"[0.1917, -0.179, -0.0796, -0.0765, 0.0763, 0.0593, 0.0553, 0.0441, 0.0433, 0.0411, -0.0332, 0.0324, -0.0264, 0.0248, 0.0241, 0.0204, 0.018, -0.0167, 0.0158, 0.015, 0.015, 0.0144, -0.0122, -0.009, -0.008, 0.0063, 0.006, 0.0057, -0.0045, 0.0034, 0.0034, 0.0031, -0.0028, 0.0025, -0.0024, 0.0022, 0.002, -0.0016, 0.0011, 0.0011, 0.0007, -0.0006, 0.0002, 0.0002, 1e-04, 1e-04, -1e-04, -1e-04, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0]",[0.0],"[0.1619, 0.1511, 0.0672, 0.0646, 0.0644, 0.0501, 0.0467, 0.0372, 0.0366, 0.0347, 0.028, 0.0274, 0.0223, 0.021, 0.0204, 0.0172, 0.0152, 0.0141, 0.0133, 0.0127, 0.0127, 0.0121, 0.0103, 0.0076, 0.0067, 0.0053, 0.0051, 0.0048, 0.0038, 0.0029, 0.0029, 0.0026, 0.0023, 0.0021, 0.002, 0.0019, 0.0017, 0.0013, 0.0009, 0.0009, 0.0006, 0.0005, 1e-04, 1e-04, 1e-04, 0.0, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
607,FLRT2_ligand_receptor_GP,1,1,1,1,['Flrt2'],['Unc5a'],[0.3322],[-0.0371],[0.8996],[0.1004]
513,IDE_ligand_receptor_GP,1,1,1,1,['Ide'],['Cul5'],[0.362],[-0.0815],[0.8162],[0.1838]
938,EDA_ligand_targetgenes_GP,1,1,2,2,['Eda'],"['Fst', 'Ctgf']",[0.1897],"[0.6442, -0.0953]",[0.2042],"[0.6932, 0.1026]"
277,SLIT2_ligand_receptor_GP,1,1,1,1,['Slit2'],['Robo1'],[0.6478],[0.3983],[0.6193],[0.3807]
663,PROK2_ligand_receptor_GP,1,1,1,1,['Prok2'],['Prokr2'],[0.4695],[-0.2028],[0.6983],[0.3017]
280,EFNA1_ligand_receptor_GP,1,1,1,1,['Efna1'],['Epha10'],[0.9743],[-0.0673],[0.9354],[0.0646]
265,IL7_ligand_receptor_GP,1,1,2,2,['Il7'],"['Il2rg', 'Il7r']",[0.139],"[0.8557, -0.0097]",[0.1384],"[0.8519, 0.0096]"
