,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
409,RETN_ligand_receptor_GP,1,1,1,1,['Retn'],['Gpr25'],[0.2504],[-0.0249],[0.9096],[0.0904]
376,LGALS9_ligand_receptor_GP,1,1,1,1,['Lgals9'],['Colec12'],[-0.6229],[0.7112],[0.4669],[0.5331]
1087,OSTN_ligand_targetgenes_GP,1,0,236,48,['Ostn'],"['Tcf15', 'Hspb2', 'Otx2', 'Hesx1', 'Hoxa1', 'Ebf1', 'Hoxa5', 'Hoxb1', 'Hoxb4', 'Hoxa2', 'Gata6', 'Meis2', 'Ddah1', 'Osr1', 'Selenop', 'Lmo4', 'Dusp6', 'Rbpms', 'Ptch1', 'Nr2f1', 'Cadm1', 'Fstl1', 'Slc29a1', 'Stard10', 'Lpl', 'Mdk', 'Ntn1', 'Cyr61', 'Pitx2', 'Mcm7', 'Cited2', 'Vcan', 'Bmp2', 'Dll1', 'Id3', 'Ppp1cb', 'Fn1', 'Slc2a1', 'Zeb2', 'Gnas', 'Ddx5', 'Trim63', 'Hoxb8', 'Bin1', 'Ptpn1', 'Sh3bp5', 'Irs4', 'Gfi1b', 'Zbtb20', 'Wnt2b', 'Wfikkn2', 'Vgf', 'Ube2h', 'Txndc12', 'Tspan4', 'Tnfsf10', 'Tnfrsf1a', 'Thra', 'Tgfb3', 'Tet2', 'Tek', 'Tbx4', 'Tbx3', 'Stat3', 'Stab2', 'St5', 'Sp8', 'Sox2', 'Sorl1', 'Socs2', 'Smim22', 'Slc6a12', 'Slc3a2', 'Slc38a3', 'Slc38a2', 'Sgk1', 'Sesn3', 'Sema6d', 'Sema4b', 'Sell', 'Sdk2', 'Sardh', 'Rxra', 'Runx1', 'Rora', 'Rdh8', 'Rasd1', 'Rara', 'Ptprf', 'Ptprd', 'Psen1', 'Prl', 'Prex2', 'Ppm1b', 'Ppargc1a', 'Pou3f2', 'Pmch', 'Plxnc1', 'Pln', 'Plg', 'Pik3ip1', 'Phox2b', 'Pde4d', 'Pcdh1', 'Pak1', 'Ostn', 'Osgin1', 'Nxph1', 'Ntsr2', 'Ntrk3', 'Nrp2', 'Nrg1', 'Nr1d1', 'Nr0b2', 'Npy', 'Npvf', 'Nppb', 'Nppa', 'Notch1', 'Nos3', 'Nmnat2', 'Nfib', 'Nfatc1', 'Ndrg1', 'Nav2', 'Mycn', 'Mstn', 'Mst1', 'Msmp', 'Msmb', 'Mmp13', 'Mgll', 'Met', 'Mat1a', 'Map2k6', 'Lpp', 'Lifr', 'Lhx5', 'Lhx1', 'Lgi1', 'Lef1', 'Lamc2', 'Lag3', 'Kmt2e', 'Klf6', 'Klf2', 'Kcnj5', 'Kalrn', 'Junb', 'Jag1', 'Itgb8', 'Irx4', 'Inhba', 'Il7r', 'Il6st', 'Il12rb1', 'Igsf1', 'Ifnk', 'Id2', 'Id1', 'Icam5', 'Hoxc8', 'Hoxc6', 'Hoxc5', 'Hoxc4', 'Hoxa11', 'Hoxa10', 'Hmox1', 'Hlx', 'Hhex', 'Grhl3', 'Grb7', 'Grap2', 'Gprc5c', 'Gdf15', 'Gabarap', 'Fst', 'Foxg1', 'Flrt3', 'Fli1', 'Fgf9', 'Fgf14', 'Fgf12', 'Fgf10', 'Fbxo32', 'Fbp2', 'Fabp1', 'F10', 'Etv5', 'Esr1', 'Ermn', 'Enpp6', 'Egfr', 'Efna1', 'Efemp1', 'Edn1', 'Dusp4', 'Dusp16', 'Dusp14', 'Dusp1', 'Dpyd', 'Dnajc6', 'Dhrs3', 'Dgat2', 'Ddx17', 'Cyp24a1', 'Ctgf', 'Csrp3', 'Cpn1', 'Clstn1', 'Chd2', 'Chd1', 'Cdx2', 'Cdkn1c', 'Cdkn1a', 'Cd28', 'Ccnd2', 'Ccnd1', 'Cacna1d', 'Bdnf', 'Axin2', 'Atf3', 'Aspg', 'Asb2', 'Art3', 'Ar', 'Apoc3', 'Apoa5', 'Apoa2', 'Angpt2', 'Ahcy', 'Agxt', 'Agrp', 'Adk', 'Adipoq', 'Acaca']",[-0.0],"[0.1917, -0.179, -0.0796, -0.0765, 0.0763, 0.0593, 0.0553, 0.0441, 0.0433, 0.0411, -0.0332, 0.0324, -0.0264, 0.0248, 0.0241, 0.0204, 0.018, -0.0167, 0.0158, 0.015, 0.015, 0.0144, -0.0122, -0.009, -0.008, 0.0063, 0.006, 0.0057, -0.0045, 0.0034, 0.0034, 0.0031, -0.0028, 0.0025, -0.0024, 0.0022, 0.002, -0.0016, 0.0011, 0.0011, 0.0007, -0.0006, 0.0002, 0.0002, 1e-04, 1e-04, -1e-04, -1e-04, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0]",[0.0],"[0.1619, 0.1511, 0.0672, 0.0646, 0.0644, 0.0501, 0.0467, 0.0372, 0.0366, 0.0347, 0.028, 0.0274, 0.0223, 0.021, 0.0204, 0.0172, 0.0152, 0.0141, 0.0133, 0.0127, 0.0127, 0.0121, 0.0103, 0.0076, 0.0067, 0.0053, 0.0051, 0.0048, 0.0038, 0.0029, 0.0029, 0.0026, 0.0023, 0.0021, 0.002, 0.0019, 0.0017, 0.0013, 0.0009, 0.0009, 0.0006, 0.0005, 1e-04, 1e-04, 1e-04, 0.0, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1325,WNT10B_ligand_targetgenes_GP,1,1,1,1,['Wnt10b'],['Ctgf'],[-0.1255],[0.4646],[0.2127],[0.7873]
1188,FGF3_ligand_targetgenes_GP,1,1,0,0,['Fgf3'],[],[0.5702],[],[1.0],[]
245,SERPINF1_ligand_receptor_GP,1,1,1,1,['Serpinf1'],['Plxdc2'],[0.7973],[0.3446],[0.6982],[0.3018]
994,ICAM3_ligand_targetgenes_GP,0,0,3,3,[],"['Fhl2', 'Rara', 'Cdkn1a']",[],"[0.8245, 0.1945, 0.1314]",[],"[0.7167, 0.1691, 0.1142]"
780,OSTN_ligand_receptor_GP,1,1,1,1,['Ostn'],['Npr3'],[-0.0098],[0.9357],[0.0104],[0.9896]
71,INSL5_ligand_receptor_GP,1,1,1,1,['Insl5'],['Rxfp3'],[0.8893],[-0.0379],[0.9591],[0.0409]
284,NPPB_ligand_receptor_GP,1,1,1,1,['Nppb'],['Npr2'],[1.0497],[0.2744],[0.7928],[0.2072]
817,LMAN1_ligand_receptor_GP,1,1,1,1,['Lman1'],['Mcfd2'],[0.1596],[0.1368],[0.5386],[0.4614]
816,PCSK1N_ligand_receptor_GP,1,1,1,1,['Pcsk1n'],['Gpr171'],[0.7201],[-0.0709],[0.9104],[0.0896]
1402,PCDH9_ligand_targetgenes_GP,1,1,0,0,['Pcdh9'],[],[0.2125],[],[1.0],[]
1000,CADM1_ligand_targetgenes_GP,1,1,161,25,['Cadm1'],"['Sox2', 'Cnn2', 'Hapln1', 'Sfrp2', 'Tfpi', 'Twist1', 'Hesx1', 'Acot7', 'Capn6', 'Rbpms', 'Mkrn1', 'Gart', 'Oat', 'Dhfr', 'Npm1', 'Ptges3', 'Pnp', 'Nid2', 'Mif', 'Glo1', 'Rarg', 'Kdelr3', 'Id3', 'Ddx21', 'Cadm1', 'Wisp1', 'Vsnl1', 'Vipr2', 'Vegfa', 'Ube2l3', 'Ube2f', 'Tshb', 'Tnnt2', 'Tnfsf10', 'Tmem176b', 'Tgfb2', 'Tes', 'Tenm3', 'Tagln', 'Taf9', 'Svil', 'Stk39', 'Stbd1', 'Slc7a5', 'Slc39a8', 'Slc2a1', 'Slc22a2', 'Slc1a2', 'Sdhc', 'Scg2', 'Scarb1', 'Rspo1', 'Rgs4', 'Retn', 'Ramp3', 'Pthlh', 'Prss23', 'Pptc7', 'Ppp3cb', 'Ppm1b', 'Ppargc1a', 'Popdc3', 'Polr2i', 'Pklr', 'Pgrmc2', 'Pecam1', 'Pax3', 'Pam', 'Npr1', 'Nnat', 'Ncf2', 'Mtnr1a', 'Mmp13', 'Mc2r', 'Mas1', 'Mafb', 'Lif', 'Lcp2', 'Itpk1', 'Itpa', 'Itgb3', 'Itga5', 'Il5ra', 'Il5', 'Il22', 'Il17a', 'Ifng', 'Hsp90b1', 'Hsd11b1', 'Hao2', 'Hand2', 'Hand1', 'Gucy1b3', 'Guca2a', 'Grin2c', 'Gria3', 'Gnas', 'Gjb5', 'Gata3', 'Gap43', 'Gamt', 'Galk1', 'Frzb', 'Foxf2', 'Foxa1', 'Flt4', 'Fgf5', 'Fgf12', 'Fabp7', 'Ednrb', 'Dsc1', 'Dlx2', 'Dio1', 'Dhcr24', 'Ddx4', 'Ddx25', 'Cxcr2', 'Cxcl3', 'Cox7a1', 'Col19a1', 'Cnp', 'Ckm', 'Cfp', 'Cdx1', 'Cdh9', 'Cd9', 'Cd5l', 'Cd40', 'Ccr9', 'Ccr6', 'Ccr2', 'Cckar', 'Casp8', 'Calcrl', 'Brs3', 'Bmp5', 'Bmp2k', 'Bmp10', 'Blm', 'Bdnf', 'Bag6', 'Avpr1a', 'Atrx', 'Art3', 'Arap3', 'Apoc4', 'Apob', 'Anxa1', 'Angptl2', 'Angpt2', 'Angpt1', 'Ang', 'Aldh1a3', 'Alcam', 'Ahcyl1', 'Adra2c', 'Adra1a', 'Adcyap1', 'Adcy3', 'Adam12', 'Acsm3']",[-0.0005],"[-0.1878, 0.1741, 0.1228, -0.1177, 0.1134, 0.1013, -0.0984, -0.0689, 0.0453, 0.0452, -0.0395, -0.011, 0.0099, -0.009, -0.0056, -0.0047, -0.0026, 0.0011, -0.0008, -0.0003, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0]",[0.0004],"[0.1616, 0.1498, 0.1057, 0.1013, 0.0976, 0.0871, 0.0847, 0.0593, 0.039, 0.0389, 0.034, 0.0094, 0.0085, 0.0077, 0.0048, 0.004, 0.0022, 0.001, 0.0007, 0.0003, 1e-04, 0.0, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1125,UTS2B_ligand_targetgenes_GP,1,1,2,2,['Uts2b'],"['Vcam1', 'Icam1']",[0.0257],"[0.8109, -0.2036]",[0.0247],"[0.7795, 0.1958]"
717,RAET1E_ligand_receptor_GP,1,1,2,2,['Raet1e'],"['Hcst', 'Klrk1']",[0.4803],"[0.5584, -0.1705]",[0.3972],"[0.4618, 0.141]"
277,SLIT2_ligand_receptor_GP,1,1,1,1,['Slit2'],['Robo1'],[0.6478],[0.3983],[0.6193],[0.3807]
147,SOCS2_ligand_receptor_GP,1,1,1,1,['Socs2'],['Lifr'],[0.641],[-0.4352],[0.5956],[0.4044]
