,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
343,HSPA8_ligand_receptor_GP,1,1,1,1,['Hspa8'],['Lrp2'],[0.0213],[0.2489],[0.079],[0.921]
104,FGF17_ligand_receptor_GP,1,1,1,1,['Fgf17'],['Fgfr4'],[0.975],[0.5017],[0.6602],[0.3398]
800,SLIT3_ligand_receptor_GP,1,1,1,1,['Slit3'],['Robo1'],[-0.4008],[0.4379],[0.4778],[0.5222]
346,GZMA_ligand_receptor_GP,1,1,1,1,['Gzma'],['F2rl3'],[-0.0108],[1.0972],[0.0097],[0.9903]
192,PTH2_ligand_receptor_GP,1,1,1,1,['Pth2'],['Gpr20'],[-0.0283],[0.9085],[0.0302],[0.9698]
496,CLDN3_ligand_receptor_GP,1,1,1,1,['Cldn3'],['Cldn1'],[0.9901],[-0.8453],[0.5394],[0.4606]
939,TGFB1_ligand_targetgenes_GP,1,1,358,58,['Tgfb1'],"['Asb2', 'Cryab', 'Hspb1', 'Acta2', 'Tagln', 'Lmo1', 'Hand1', 'Cdkn1c', 'Cald1', 'Tpm1', 'Cyr61', 'Vim', 'Sparc', 'Igf2', 'Slc38a4', 'Mycn', 'Alpl', 'Ilk', 'Serpinh1', 'Klf6', 'Hand2', 'Apoe', 'Zyx', 'Gja1', 'Gsto1', 'Ahnak', 'Cst3', 'Slc2a1', 'P4ha2', 'Fn1', 'Hdgf', 'Socs2', 'Hspa4', 'Slc25a5', 'Nme1', 'Glrx', 'Igfbp2', 'Arg1', 'Cirbp', 'Col4a1', 'Basp1', 'Smad6', 'Des', 'Prom1', 'Nkx2-5', 'Mmp11', 'Gpx4', 'Col2a1', 'Cnn1', 'Loxl2', 'Dusp1', 'Dcn', 'Col9a1', 'Hmgb1', 'Sox4', 'Sod2', 'Pten', 'Dll1', 'Wnt7b', 'Wnt5a', 'Wisp2', 'Vtn', 'Vip', 'Vegfc', 'Vegfa', 'Vdr', 'Ucp2', 'Ucn', 'Twist1', 'Tsc22d1', 'Tpsb2', 'Tpsab1', 'Tpm4', 'Tnfsf13b', 'Tnfsf11', 'Tnfsf10', 'Tnfrsf1b', 'Tnfrsf18', 'Tnfrsf12a', 'Tnf', 'Tnc', 'Tlr4', 'Timp4', 'Timp3', 'Timp1', 'Thbs2', 'Thbs1', 'Th', 'Tgm2', 'Tgfbr2', 'Tgfbr1', 'Tgfbi', 'Tgfb3', 'Tgfa', 'Tff1', 'Stat3', 'Spp1', 'Sphk1', 'Sox9', 'Sox2', 'Snca', 'Snai2', 'Snai1', 'Smad7', 'Sgk1', 'Serpine2', 'Serpine1', 'Sema7a', 'Sema3a', 'Sele', 'Sdc2', 'Sdc1', 'Scarb1', 'Sat2', 'S100a9', 'S100a8', 'S100a4', 'Rxrb', 'Runx1', 'Rrm1', 'Rorc', 'Rora', 'Rara', 'Ptprk', 'Ptprj', 'Ptprc', 'Ptpn1', 'Pthlh', 'Pth1r', 'Ptgs2', 'Ptgs1', 'Ptger2', 'Psen1', 'Prkca', 'Prf1', 'Ppara', 'Postn', 'Plod2', 'Plg', 'Plaur', 'Plau', 'Plat', 'Pkd1', 'Pik3r1', 'Pik3ca', 'Pigr', 'Pgf', 'Pdgfrb', 'Pdgfd', 'Pdgfc', 'Pdgfb', 'Pdgfa', 'Nr3c2', 'Nr3c1', 'Nr1d1', 'Nox4', 'Notch1', 'Nos3', 'Nos2', 'Nos1', 'Ngf', 'Nfe2l2', 'Ncam1', 'Myocd', 'Myct1', 'Mxd4', 'Mtnr1a', 'Mstn', 'Msr1', 'Mrc2', 'Mmrn1', 'Mmp9', 'Mmp8', 'Mmp2', 'Mmp13', 'Mmp12', 'Mme', 'Met', 'Ltbp1', 'Lta', 'Lpl', 'Lpin1', 'Loxl1', 'Lox', 'Lif', 'Lhcgr', 'Lefty2', 'Lamc3', 'Lamc2', 'Lamb3', 'Lamb2', 'Lama5', 'Lama3', 'Lama1', 'L1cam', 'Krt20', 'Krt18', 'Krt14', 'Klrd1', 'Kdr', 'Kcnh2', 'Junb', 'Jag1', 'Itgb5', 'Itgb2', 'Itgb1', 'Itgax', 'Itgav', 'Itgam', 'Itga5', 'Itga4', 'Itga2', 'Irak3', 'Inpp5d', 'Inha', 'Il9', 'Il6', 'Il5', 'Il2rb', 'Il23r', 'Il23a', 'Il22', 'Il2', 'Il1rn', 'Il1b', 'Il17a', 'Il12rb1', 'Il12b', 'Il11', 'Il10ra', 'Il10', 'Igfbp7', 'Igfbp5', 'Igfbp4', 'Igfbp3', 'Igf1', 'Ifng', 'Ifih1', 'Ido1', 'Id3', 'Id2', 'Id1', 'Icam2', 'Icam1', 'Hspa1a', 'Hoxc6', 'Hmox1', 'Hgf', 'Hey1', 'Has2', 'Gzmb', 'Gypa', 'Gstm3', 'Grem1', 'Gdf15', 'Gata4', 'Gata3', 'Fst', 'Fshb', 'Foxc1', 'Foxa1', 'Fos', 'Flt1', 'Fgfr4', 'Fgfr2', 'Fgfr1', 'Fgfbp1', 'Fgf2', 'Fgf18', 'Fgf10', 'Fgf1', 'Fbn1', 'Fbln2', 'Fas', 'F2rl1', 'Etv2', 'Ets1', 'Esr1', 'Ephx2', 'Enpp1', 'Egln1', 'Edn1', 'Eda', 'Ebi3', 'Dnmt3a', 'Dll4', 'Dkk1', 'Cyp27a1', 'Cyp17a1', 'Cyp11a1', 'Cxcl10', 'Ctgf', 'Csf2', 'Csf1r', 'Csf1', 'Col5a1', 'Col3a1', 'Col1a2', 'Col1a1', 'Col19a1', 'Col15a1', 'Col11a2', 'Col10a1', 'Clu', 'Cdon', 'Cdkn1a', 'Cdh9', 'Cdh5', 'Cdh2', 'Cdh1', 'Cd86', 'Cd80', 'Cd69', 'Cd44', 'Cd40lg', 'Cd40', 'Cd38', 'Cd163', 'Cd14', 'Ccr6', 'Ccr4', 'Ccr2', 'Ccnd1', 'Ccl5', 'Ccl3', 'Ccl20', 'Ccl2', 'Ccl11', 'Cav1', 'Cat', 'Casp8', 'Casp3', 'Calr', 'Bmpr2', 'Bmpr1b', 'Bmp6', 'Bmp1', 'Blm', 'Bik', 'Bgn', 'Atf3', 'Apom', 'Apob', 'Angptl4', 'Angpt2', 'Alox5ap', 'Aldh7a1', 'Agt', 'Agrn', 'Ager', 'Adra1d', 'Adora2b', 'Adam17', 'Adam15', 'Adam12', 'Acvr1', 'Abcc1', 'Abca1']",[1e-04],"[0.1882, 0.1843, 0.1842, 0.1625, 0.1578, -0.0815, 0.0756, 0.0651, 0.0616, 0.0597, 0.0369, 0.0346, 0.03, 0.0297, 0.0294, -0.0293, -0.0271, 0.0248, 0.0224, 0.0195, 0.0176, 0.0167, 0.0156, -0.015, -0.0119, 0.0112, 0.0107, 0.0089, 0.0082, 0.0071, -0.0069, -0.0051, -0.0048, -0.0043, -0.0032, -0.003, 0.0026, 0.0016, 0.0012, 0.0006, 0.0005, 0.0002, 0.0002, -0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0]",[0.0],"[0.1129, 0.1106, 0.1105, 0.0975, 0.0947, 0.0489, 0.0453, 0.0391, 0.037, 0.0358, 0.0222, 0.0207, 0.018, 0.0178, 0.0176, 0.0176, 0.0162, 0.0149, 0.0134, 0.0117, 0.0105, 0.01, 0.0094, 0.009, 0.0071, 0.0067, 0.0064, 0.0053, 0.0049, 0.0043, 0.0042, 0.003, 0.0029, 0.0026, 0.0019, 0.0018, 0.0016, 0.001, 0.0007, 0.0003, 0.0003, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
810,LGI4_ligand_receptor_GP,1,1,1,1,['Lgi4'],['Adam23'],[0.8054],[-0.0969],[0.8927],[0.1073]
172,WNT4_ligand_receptor_GP,1,1,1,1,['Wnt4'],['Smo'],[0.667],[0.0847],[0.8873],[0.1127]
43,CCL23_ligand_receptor_GP,0,0,1,1,[],['Adra2a'],[],[0.2207],[],[1.0]
1398,FAT4_ligand_targetgenes_GP,1,1,0,0,['Fat4'],[],[0.7731],[],[1.0],[]
647,RGMA_ligand_receptor_GP,1,1,1,1,['Rgma'],['Tfr2'],[0.8622],[-0.5595],[0.6064],[0.3936]
505,SEMA3A_ligand_receptor_GP,1,1,1,1,['Sema3a'],['Plxna4'],[0.4863],[0.1581],[0.7547],[0.2453]
15,SST_ligand_receptor_GP,1,1,1,1,['Sst'],['Sstr4'],[0.6388],[-0.055],[0.9207],[0.0793]
414,NPNT_ligand_receptor_GP,1,1,1,1,['Npnt'],['Itga8'],[0.976],[0.1761],[0.8471],[0.1529]
682,IFNL4_ligand_receptor_GP,0,0,1,1,[],['Ifnlr1'],[],[0.2295],[],[1.0]
784,GUCA1A_ligand_receptor_GP,1,1,1,1,['Guca1a'],['Slc25a18'],[0.7382],[-0.023],[0.9697],[0.0303]
239,WNT3_ligand_receptor_GP,1,1,1,1,['Wnt3'],['Fzd4'],[0.5679],[-0.2477],[0.6963],[0.3037]
244,SOST_ligand_receptor_GP,1,1,1,1,['Sost'],['Lrp4'],[1.4123],[-0.0692],[0.9533],[0.0467]
38,CCL19_ligand_receptor_GP,1,1,1,1,['Ccl19'],['Ccrl2'],[0.0097],[1.1742],[0.0082],[0.9918]
674,ESM1_ligand_receptor_GP,1,1,2,2,['Esm1'],"['Itgb2', 'Itgal']",[0.279],"[1.0808, -0.3368]",[0.1644],"[0.6371, 0.1985]"
461,ARTN_ligand_receptor_GP,1,1,2,2,['Artn'],"['Gfra3', 'Ret']",[0.0585],"[0.7011, -0.3205]",[0.0542],"[0.6491, 0.2967]"
203,TLN1_ligand_receptor_GP,1,1,1,1,['Tln1'],['Itga2b'],[0.2674],[1.2708],[0.1738],[0.8262]
1107,BTLA_ligand_targetgenes_GP,1,1,1,1,['Btla'],['Il2'],[0.5147],[0.1105],[0.8232],[0.1768]
640,WNT7B_ligand_receptor_GP,1,1,1,1,['Wnt7b'],['Tmed5'],[1.0307],[0.11],[0.9035],[0.0965]
113,NTS_ligand_receptor_GP,1,1,1,1,['Nts'],['Ntsr2'],[1.278],[-0.064],[0.9523],[0.0477]
1232,LAMB1_ligand_targetgenes_GP,1,1,0,0,['Lamb1'],[],[0.3307],[],[1.0],[]
1351,WISP3_ligand_targetgenes_GP,1,1,2,2,['Wisp3'],"['Wnt1', 'App']",[-0.0053],"[1.1718, -0.2184]",[0.0038],"[0.8397, 0.1565]"
98,FGF9_ligand_receptor_GP,1,1,1,1,['Fgf9'],['Fgfr4'],[0.6717],[0.2648],[0.7173],[0.2827]
616,DBP_ligand_receptor_GP,1,1,1,1,['Dbp'],['Nr1i2'],[-0.6945],[0.7699],[0.4742],[0.5258]
387,HLA-DQA1_ligand_receptor_GP,0,0,1,1,[],['Lag3'],[],[0.6803],[],[1.0]
493,LAIR2_ligand_receptor_GP,0,0,1,1,[],['Fgfr4'],[],[0.509],[],[1.0]
97,FGF8_ligand_receptor_GP,1,1,1,1,['Fgf8'],['Thbs1'],[0.636],[0.329],[0.6591],[0.3409]
441,XCL1_ligand_receptor_GP,1,1,1,1,['Xcl1'],['Adgrv1'],[-0.0101],[0.7916],[0.0126],[0.9874]
331,LAMC2_ligand_receptor_GP,1,1,1,1,['Lamc2'],['Sv2c'],[1.0226],[0.0633],[0.9417],[0.0583]
799,NXPH2_ligand_receptor_GP,1,1,1,1,['Nxph2'],['Nrxn1'],[0.4504],[0.2815],[0.6154],[0.3846]
202,RELN_ligand_receptor_GP,1,1,1,1,['Reln'],['Lrp8'],[0.7993],[-0.1447],[0.8468],[0.1532]
1298,NRXN1_ligand_targetgenes_GP,1,1,0,0,['Nrxn1'],[],[0.3429],[],[1.0],[]
259,TFF3_ligand_receptor_GP,1,1,1,1,['Tff3'],['Ackr3'],[0.4974],[-0.2234],[0.6901],[0.3099]
8,CALML3_ligand_receptor_GP,1,1,1,1,['Calml3'],['Adcy3'],[0.2258],[0.1158],[0.661],[0.339]
672,COMPLEX:LAMA4_LAMB1_LAMC1_ligand_receptor_GP,0,0,2,2,[],"['Itga6', 'Itgb1']",[],"[0.3494, 0.05]",[],"[0.8749, 0.1251]"
234,FZD8_ligand_receptor_GP,1,1,1,1,['Fzd8'],['Ckap4'],[-0.3402],[0.4117],[0.4525],[0.5475]
732,IHH_ligand_receptor_GP,1,1,2,2,['Ihh'],"['Ptch2', 'Smo']",[0.8908],"[0.0284, -0.0199]",[0.9486],"[0.0302, 0.0212]"
720,PSG4_ligand_receptor_GP,0,0,1,1,[],['Dscam'],[],[0.2208],[],[1.0]
391,DMP1_ligand_receptor_GP,1,1,2,2,['Dmp1'],"['Itgb3', 'Itgav']",[-0.0729],"[0.3279, 0.0437]",[0.164],"[0.7376, 0.0984]"
133,CEACAM6_ligand_receptor_GP,0,0,1,1,[],['Stab1'],[],[1.2699],[],[1.0]
302,CCK_ligand_receptor_GP,1,1,1,1,['Cck'],['Cckar'],[0.8424],[-0.7186],[0.5396],[0.4604]
411,TNFRSF25_ligand_receptor_GP,1,1,1,1,['Tnfrsf25'],['Map3k14'],[0.4147],[-0.1177],[0.779],[0.221]
550,LTA_ligand_receptor_GP,1,1,2,2,['Lta'],"['Ltb', 'Ltbr']",[0.0485],"[0.2365, -0.1643]",[0.1079],"[0.5264, 0.3657]"
1013,LRRC4B_ligand_targetgenes_GP,1,1,0,0,['Lrrc4b'],[],[0.7436],[],[1.0],[]
628,PI16_ligand_receptor_GP,1,1,1,1,['Pi16'],['Mfap3l'],[1.1431],[-0.1367],[0.8932],[0.1068]
248,EFNA5_ligand_receptor_GP,1,1,1,1,['Efna5'],['Epha10'],[0.2318],[-0.0826],[0.7373],[0.2627]
1051,SAA1_ligand_targetgenes_GP,1,1,1,1,['Saa1'],['Ccl20'],[0.543],[0.002],[0.9964],[0.0036]
606,C6orf15_ligand_receptor_GP,0,0,1,1,[],['Ddr1'],[],[0.8009],[],[1.0]
1236,LRPAP1_ligand_targetgenes_GP,1,1,1,1,['Lrpap1'],['Ifng'],[0.3448],[0.0469],[0.8802],[0.1198]
