,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
954,IL25_ligand_targetgenes_GP,1,0,214,22,['Il25'],"['Krt19', 'Krt8', 'Krt18', 'Pmp22', 'Smarcd3', 'Tln2', 'Slc29a1', 'Plac1', 'Bmp7', 'S100a10', 'Slc9a3r1', 'Slc16a3', 'Cited2', 'Aldoa', 'Id2', 'Gprc5c', 'Igfbp4', 'Myh9', 'Gata3', 'Dact2', 'Crip2', 'Slc7a5', 'Pgf', 'Krt15', 'Kcnh2', 'Cldn9', 'Arg1', 'Ank3', 'Zbtb20', 'Wnt7b', 'Wnt10b', 'Wnt10a', 'Wisp2', 'Vgf', 'Vegfa', 'Vcam1', 'Unc13d', 'Ube2r2', 'Tymp', 'Tnfrsf12a', 'Tnf', 'Thrb', 'Tgm2', 'Tgfbi', 'Tgfa', 'Tff3', 'Tff1', 'Tfap2c', 'Synj2', 'Svil', 'Sult2b1', 'Stat3', 'Sox9', 'Socs2', 'Smox', 'Smad7', 'Slc38a2', 'Slc2a1', 'Sgk3', 'Sgk1', 'Serpine1', 'Sema3f', 'Sema3b', 'Sdc4', 'Sct', 'Rxrb', 'Rxra', 'Rtn2', 'Rgs3', 'Ret', 'Rarg', 'Rara', 'Prl', 'Prkca', 'Prdx2', 'Ppm1n', 'Ppargc1a', 'Ppara', 'Pla2g6', 'Pip', 'Phactr1', 'Pgr', 'Pdgfb', 'Pard6b', 'Palld', 'P2ry2', 'Oxt', 'Osgin1', 'Nr3c1', 'Nr2f2', 'Nr1d1', 'Nr0b2', 'Nos3', 'Nfe2l2', 'Nfatc1', 'Nav2', 'N4bp3', 'Muc5ac', 'Muc1', 'Mtus1', 'Msmb', 'Mef2c', 'Mapk11', 'Ltf', 'Lrig1', 'Lpl', 'Lif', 'Lep', 'Lef1', 'Lcp1', 'Lama5', 'Klf6', 'Kdm2a', 'Junb', 'Itga5', 'Inhbb', 'Il9', 'Il7r', 'Il5', 'Il4', 'Il17rb', 'Il17b', 'Il13', 'Il12a', 'Il10', 'Igf1', 'Ifng', 'Id3', 'Id1', 'Icam1', 'Hspb8', 'Hspb1', 'Hspa1a', 'Hs6st2', 'Hoxc6', 'Hoxc10', 'Hoxa7', 'Hoxa5', 'Hoxa10', 'Hand2', 'Grhl2', 'Greb1', 'Gdf15', 'Gata4', 'Gadd45g', 'Fst', 'Frem2', 'Foxa1', 'Fos', 'Fn1', 'Fhl2', 'Fgfr3', 'Ets1', 'Etnk2', 'Esrra', 'Esr2', 'Esr1', 'Erbb2', 'Epas1', 'Egr2', 'Egfr', 'Efna1', 'Edn1', 'Ece1', 'Dscam', 'Dhrs3', 'Ddah1', 'Cxcl9', 'Cxcl12', 'Crabp2', 'Cpt1a', 'Comt', 'Col18a1', 'Clec11a', 'Clcf1', 'Cirbp', 'Chd9', 'Chd2', 'Chat', 'Cgn', 'Celsr2', 'Cdkn1a', 'Cdhr5', 'Cdh1', 'Cdc14a', 'Cd69', 'Cd36', 'Ccr4', 'Ccnd3', 'Ccnd1', 'Cbfa2t3', 'Cav1', 'Cap2', 'Calm1', 'C3', 'Btg2', 'Bdnf', 'Bcr', 'B4galt1', 'Atp1b1', 'Atf3', 'Ass1', 'Asb2', 'Ar', 'Angptl4', 'Alpi', 'Aldh3b2', 'Ahnak', 'Agt', 'Adora1', 'Adipoq', 'Acot4', 'Abca1', 'Abat']",[-0.0],"[0.2334, 0.1866, 0.1694, 0.0731, 0.068, 0.0623, -0.0337, 0.0294, 0.0267, 0.0142, 0.0117, -0.0059, -0.005, -0.0043, 0.0035, 0.0006, -0.0002, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0]",[0.0],"[0.2507, 0.2004, 0.1819, 0.0785, 0.0731, 0.0669, 0.0362, 0.0316, 0.0287, 0.0153, 0.0126, 0.0063, 0.0053, 0.0046, 0.0038, 0.0006, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1413,NPTN_ligand_targetgenes_GP,1,1,2,2,['Nptn'],"['Tmprss2', 'Erg']",[0.0381],"[0.9408, -0.7661]",[0.0219],"[0.5391, 0.439]"
1393,CLSTN1_ligand_targetgenes_GP,1,1,1,1,['Clstn1'],['Id1'],[0.6625],[0.0972],[0.872],[0.128]
1330,WNT8A_ligand_targetgenes_GP,1,1,0,0,['Wnt8a'],[],[0.9034],[],[1.0],[]
182,CRH_ligand_receptor_GP,1,1,1,1,['Crh'],['Mc2r'],[0.0395],[0.3149],[0.1115],[0.8885]
389,COMP_ligand_receptor_GP,1,1,1,1,['Comp'],['Ltbp1'],[-0.0598],[0.584],[0.0929],[0.9071]
648,FRZB_ligand_receptor_GP,1,1,1,1,['Frzb'],['Wnt6'],[0.6234],[0.0836],[0.8818],[0.1182]
180,IAPP_ligand_receptor_GP,1,1,1,1,['Iapp'],['Gpr20'],[-0.0235],[0.3049],[0.0715],[0.9285]
449,LACRT_ligand_receptor_GP,0,0,1,1,[],['Sdc1'],[],[0.4782],[],[1.0]
616,DBP_ligand_receptor_GP,1,1,1,1,['Dbp'],['Nr1i2'],[-0.6945],[0.7699],[0.4742],[0.5258]
137,FGF21_ligand_receptor_GP,1,1,1,1,['Fgf21'],['Klb'],[0.0031],[0.4118],[0.0074],[0.9926]
232,WNT10A_ligand_receptor_GP,1,1,1,1,['Wnt10a'],['Fzd4'],[0.752],[0.3328],[0.6932],[0.3068]
317,TNFSF10_ligand_receptor_GP,1,1,1,1,['Tnfsf10'],['Tnfrsf11b'],[0.1389],[0.3546],[0.2815],[0.7185]
6,TP53_ligand_receptor_GP,0,0,1,1,[],['Thbs1'],[],[0.9258],[],[1.0]
771,MAPT_ligand_receptor_GP,1,1,1,1,['Mapt'],['Tubb3'],[0.0213],[0.879],[0.0237],[0.9763]
733,DHH_ligand_receptor_GP,1,1,2,2,['Dhh'],"['Smo', 'Ptch2']",[0.637],"[-0.3072, -0.1744]",[0.5695],"[0.2746, 0.1559]"
205,FLT4_ligand_receptor_GP,1,1,1,1,['Flt4'],['Adam21'],[1.2345],[0.0557],[0.9569],[0.0431]
322,FGFR3_ligand_receptor_GP,1,1,1,1,['Fgfr3'],['Chrm2'],[0.4198],[0.4093],[0.5063],[0.4937]
1028,C3_ligand_targetgenes_GP,1,1,1,1,['C3'],['Il6'],[0.3464],[0.4857],[0.4163],[0.5837]
668,GDF10_ligand_receptor_GP,1,1,2,2,['Gdf10'],"['Acvr2b', 'Acvr1b']",[1.0948],"[0.2064, -0.1617]",[0.7484],"[0.1411, 0.1105]"
696,NTN3_ligand_receptor_GP,0,0,1,1,[],['Cdon'],[],[0.4469],[],[1.0]
319,GDNF_ligand_receptor_GP,1,1,1,1,['Gdnf'],['Rbp1'],[0.3631],[0.4814],[0.43],[0.57]
702,TFRC_ligand_receptor_GP,1,1,1,1,['Tfrc'],['Slc48a1'],[0.3463],[0.4607],[0.4291],[0.5709]
171,WNT5A_ligand_receptor_GP,1,1,1,1,['Wnt5a'],['Gnas'],[0.6125],[0.0254],[0.9602],[0.0398]
703,EDN2_ligand_receptor_GP,1,1,1,1,['Edn2'],['Ednrb'],[0.1291],[0.6296],[0.1702],[0.8298]
1402,PCDH9_ligand_targetgenes_GP,1,1,0,0,['Pcdh9'],[],[0.2125],[],[1.0],[]
726,SORL1_ligand_receptor_GP,1,1,1,1,['Sorl1'],['Cntfr'],[-0.805],[0.8169],[0.4963],[0.5037]
717,RAET1E_ligand_receptor_GP,1,1,2,2,['Raet1e'],"['Hcst', 'Klrk1']",[0.4803],"[0.5584, -0.1705]",[0.3972],"[0.4618, 0.141]"
215,PSG5_ligand_receptor_GP,0,0,1,1,[],['Tnfrsf12a'],[],[0.9148],[],[1.0]
424,CCN4_ligand_receptor_GP,0,0,1,1,[],['Itga5'],[],[0.6467],[],[1.0]
1102,PRLH_ligand_targetgenes_GP,1,1,1,1,['Prlh'],['Fos'],[-0.0187],[0.2763],[0.0635],[0.9365]
753,CD320_ligand_receptor_GP,1,1,1,1,['Cd320'],['Jaml'],[-0.2457],[0.6517],[0.2738],[0.7262]
35,CCL5_ligand_receptor_GP,1,1,1,1,['Ccl5'],['Tnfrsf4'],[0.8727],[0.1884],[0.8225],[0.1775]
86,AREG_ligand_receptor_GP,1,1,2,2,['Areg'],"['Egfr', 'Erbb2']",[1.1434],"[-0.408, 0.2894]",[0.6211],"[0.2217, 0.1572]"
120,THBS1_ligand_receptor_GP,1,1,1,1,['Thbs1'],['Ltbp1'],[0.7528],[0.1415],[0.8418],[0.1582]
172,WNT4_ligand_receptor_GP,1,1,1,1,['Wnt4'],['Smo'],[0.667],[0.0847],[0.8873],[0.1127]
108,EREG_ligand_receptor_GP,1,1,2,2,['Ereg'],"['Erbb4', 'Erbb2']",[0.022],"[0.3778, 0.3209]",[0.0305],"[0.5242, 0.4453]"
587,CSH2_ligand_receptor_GP,0,0,1,1,[],['Prlr'],[],[0.4223],[],[1.0]
369,ICAM2_ligand_receptor_GP,1,1,1,1,['Icam2'],['Itgam'],[0.9032],[0.5638],[0.6157],[0.3843]
606,C6orf15_ligand_receptor_GP,0,0,1,1,[],['Ddr1'],[],[0.8009],[],[1.0]
370,ICAM5_ligand_receptor_GP,1,1,1,1,['Icam5'],['Igdcc4'],[0.0147],[0.3336],[0.0422],[0.9578]
198,TNFSF13_ligand_receptor_GP,1,1,1,1,['Tnfsf13'],['Tnfrsf13b'],[-0.0137],[0.476],[0.028],[0.972]
255,CTF1_ligand_receptor_GP,1,1,2,2,['Ctf1'],"['Lifr', 'Il6st']",[0.4062],"[0.674, 0.1731]",[0.3241],"[0.5378, 0.1381]"
99,FGF10_ligand_receptor_GP,1,1,1,1,['Fgf10'],['Fgfrl1'],[0.522],[0.2963],[0.6379],[0.3621]
381,APOA2_ligand_receptor_GP,1,1,1,1,['Apoa2'],['Pon1'],[0.0152],[0.3662],[0.0397],[0.9603]
212,NECTIN3_ligand_receptor_GP,1,1,1,1,['Nectin3'],['Nectin1'],[0.3755],[0.5031],[0.4274],[0.5726]
367,ARF6_ligand_receptor_GP,1,1,1,1,['Arf6'],['Smap1'],[0.2671],[0.07],[0.7925],[0.2075]
1382,PCDH7_ligand_targetgenes_GP,1,1,0,0,['Pcdh7'],[],[1.023],[],[1.0],[]
329,LAMA5_ligand_receptor_GP,1,1,1,1,['Lama5'],['Sv2c'],[0.6717],[-0.245],[0.7328],[0.2672]
26,EFNB3_ligand_receptor_GP,1,1,1,1,['Efnb3'],['Synj1'],[0.5863],[-0.0932],[0.8629],[0.1371]
1390,PLXNB2_ligand_targetgenes_GP,1,1,0,0,['Plxnb2'],[],[0.4453],[],[1.0],[]
575,FAM3C_ligand_receptor_GP,1,1,1,1,['Fam3c'],['Glra2'],[0.317],[-0.1081],[0.7458],[0.2542]
356,TNFSF11_ligand_receptor_GP,1,1,1,1,['Tnfsf11'],['Lgr4'],[-0.1982],[0.38],[0.3428],[0.6572]
290,OSM_ligand_receptor_GP,1,1,1,1,['Osm'],['Plat'],[-0.0169],[0.591],[0.0279],[0.9721]
493,LAIR2_ligand_receptor_GP,0,0,1,1,[],['Fgfr4'],[],[0.509],[],[1.0]
60,MT-RNR2_ligand_receptor_GP,0,0,3,3,[],"['Cntfr', 'Il6st', 'Il27ra']",[],"[0.4462, -0.2557, -0.1077]",[],"[0.5511, 0.3158, 0.133]"
475,BMP5_ligand_receptor_GP,1,1,2,2,['Bmp5'],"['Acvr1', 'Bmpr2']",[0.9281],"[0.1669, 0.0877]",[0.7847],"[0.1411, 0.0742]"
88,NRG4_ligand_receptor_GP,1,1,2,2,['Nrg4'],"['Erbb4', 'Erbb2']",[-0.2582],"[0.575, 0.1488]",[0.2629],"[0.5856, 0.1515]"
220,DKK1_ligand_receptor_GP,1,1,1,1,['Dkk1'],['Lrp4'],[0.737],[0.0451],[0.9423],[0.0577]
