,gp_name,n_source_genes,n_non_zero_source_genes,n_target_genes,n_non_zero_target_genes,gp_source_genes,gp_target_genes,gp_source_genes_weights_sign_corrected,gp_target_genes_weights_sign_corrected,gp_source_genes_importances,gp_target_genes_importances
213,LAMA1_ligand_receptor_GP,1,1,1,1,['Lama1'],['Sv2c'],[0.2607],[0.3075],[0.4589],[0.5411]
490,TTR_ligand_receptor_GP,1,1,1,1,['Ttr'],['Ngfr'],[-0.3254],[0.7908],[0.2916],[0.7084]
359,ITGAL_ligand_receptor_GP,1,1,1,1,['Itgal'],['Cd226'],[0.2302],[0.1897],[0.5482],[0.4518]
239,WNT3_ligand_receptor_GP,1,1,1,1,['Wnt3'],['Fzd4'],[0.5679],[-0.2477],[0.6963],[0.3037]
118,FGF14_ligand_receptor_GP,1,1,1,1,['Fgf14'],['Scn11a'],[0.6666],[0.148],[0.8183],[0.1817]
265,IL7_ligand_receptor_GP,1,1,2,2,['Il7'],"['Il2rg', 'Il7r']",[0.139],"[0.8557, -0.0097]",[0.1384],"[0.8519, 0.0096]"
372,NPPC_ligand_receptor_GP,1,1,1,1,['Nppc'],['Npr2'],[0.7207],[0.0309],[0.9589],[0.0411]
1342,MSTN_ligand_targetgenes_GP,1,0,163,43,['Mstn'],"['Tnnt2', 'Myh7', 'Myl4', 'Tnni1', 'Ramp1', 'Actc1', 'Thbs4', 'Tbx20', 'Gata4', 'Tgfb1i1', 'Gamt', 'Cdo1', 'Tecrl', 'Smad6', 'Frzb', 'Gadd45g', 'Klf2', 'Nnat', 'Ociad2', 'Odc1', 'Ppp1r14a', 'Ddx3x', 'Mycl', 'Gstm5', 'Comtd1', 'Ube2k', 'Id2', 'Gadd45a', 'Mef2c', 'Aimp1', 'Ankrd1', 'Rrad', 'Stbd1', 'Pgf', 'Perp', 'Hk1', 'Fbxo32', 'Nrtn', 'Krt18', 'Dusp23', 'Celsr2', 'Pax3', 'Mfap4', 'Wnt4', 'Vegfa', 'Uros', 'Unc5a', 'Tslp', 'Tro', 'Tph1', 'Tnfsf11', 'Tnfrsf1a', 'Tnfrsf12a', 'Tmem100', 'Tg', 'Tecta', 'Tdrd9', 'Svep1', 'Stx3', 'Sox18', 'Smad7', 'Slit2', 'Slc5a7', 'Slc44a4', 'Serpine1', 'Scgb1a1', 'S100a9', 'S100a8', 'Runx1', 'Reep6', 'Rara', 'Rab33a', 'Pth1r', 'Ptgdr2', 'Prl', 'Ppp1r3d', 'Ppm1a', 'Ppfibp2', 'Ppara', 'Postn', 'Plekho1', 'Pla2g4e', 'Pitx1', 'Pip', 'Pcbd1', 'Pars2', 'Paqr5', 'Nxph3', 'Ntsr2', 'Nsf', 'Nr1d1', 'Nr0b2', 'Npnt', 'Nme4', 'Ndrg4', 'Nat8l', 'Mocs3', 'Man1b1', 'Lypd6', 'Lhx2', 'Lgi2', 'Lgals3', 'Klhl4', 'Kalrn', 'Junb', 'Il2rb', 'Il20rb', 'Il17a', 'Il15', 'Il12a', 'Igfbp5', 'Id3', 'Id1', 'Htra1', 'Hoxb5', 'Hoxb1', 'Hoxa10', 'Grhl3', 'Ghrl', 'Gdf10', 'Gata1', 'Gale', 'Fstl5', 'Foxa3', 'Flrt2', 'Fasn', 'Epx', 'Dusp26', 'Dkk3', 'Cxcl2', 'Cxcl10', 'Creb3l1', 'Cps1', 'Comp', 'Col6a3', 'Col5a2', 'Col2a1', 'Col1a2', 'Col1a1', 'Clic1', 'Cldn11', 'Clcf1', 'Chrm3', 'Chad', 'Celsr1', 'Cdkn1a', 'Cdh4', 'Cdh3', 'Cdh11', 'Cd248', 'Ccr2', 'Ccnd1', 'Ccl25', 'C3', 'Btbd17', 'Avpr2', 'Arl4d', 'Anpep', 'Alox5', 'Ak4', 'Adamts3', 'Adam23', 'Acvr2b']",[0.0],"[0.1627, 0.1528, 0.1515, 0.1356, 0.1352, 0.1325, 0.1229, 0.0966, 0.0942, 0.0758, 0.0463, 0.0444, 0.0316, 0.0241, -0.0238, 0.0233, 0.0199, -0.0133, 0.0114, -0.0114, 0.0062, -0.0042, -0.0032, -0.0019, 0.0017, -0.0016, 0.0015, -0.0009, 0.0006, -0.0006, 0.0003, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0]",[0.0],"[0.106, 0.0996, 0.0987, 0.0884, 0.0881, 0.0863, 0.0801, 0.063, 0.0614, 0.0494, 0.0302, 0.029, 0.0206, 0.0157, 0.0155, 0.0152, 0.013, 0.0087, 0.0074, 0.0074, 0.004, 0.0027, 0.0021, 0.0012, 0.0011, 0.0011, 0.001, 0.0006, 0.0004, 0.0004, 0.0002, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1316,INSL6_ligand_targetgenes_GP,1,1,0,0,['Insl6'],[],[0.2632],[],[1.0],[]
125,FGF5_ligand_receptor_GP,1,1,1,1,['Fgf5'],['Fgfr4'],[0.6361],[-0.1408],[0.8188],[0.1812]
785,GUCA1B_ligand_receptor_GP,1,1,1,1,['Guca1b'],['Gucy2f'],[-0.1354],[0.3488],[0.2797],[0.7203]
1400,CELSR1_ligand_targetgenes_GP,1,1,2,2,['Celsr1'],"['Greb1', 'Rara']",[0.6763],"[0.6035, 0.1949]",[0.4586],"[0.4093, 0.1321]"
976,NRXN3_ligand_targetgenes_GP,1,1,0,0,['Nrxn3'],[],[0.1848],[],[1.0],[]
853,XCL2_ligand_targetgenes_GP,0,0,1,1,[],['Epb42'],[],[0.847],[],[1.0]
1313,VGF_ligand_targetgenes_GP,1,0,423,158,['Vgf'],"['Six3', 'Lhx5', 'Foxf1', 'Lhx2', 'Fezf1', 'Hand1', 'Hoxb6', 'Hoxc8', 'Hoxd1', 'Hand2', 'Bmp4', 'Pax6', 'Hoxa7', 'Phlda2', 'Pitx1', 'Hoxa9', 'Hoxc9', 'Cdx2', 'Irs4', 'Gata6', 'Emx2', 'Ina', 'Prdm6', 'Hlx', 'Osr1', 'Hoxb8', 'Hoxa5', 'Hoxd9', 'Hoxb4', 'Gata5', 'Hoxb7', 'Msx2', 'Vstm2b', 'Hoxc6', 'Hoxa10', 'Six6', 'Msx1', 'Nkx6-1', 'Hoxb5', 'Hoxb1', 'Gata4', 'Dkk1', 'Ahnak', 'Pitx2', 'Prrx1', 'Gadd45g', 'Sox21', 'Mapk12', 'Smad7', 'Tbx3', 'Npdc1', 'Hist3h2ba', 'Hoxb2', 'Hoxa1', 'Plagl1', 'Meis1', 'Igf2', 'Lfng', 'Dmrt3', 'Tgfb2', 'Pgf', 'Mapk11', 'Hoxc4', 'Tbx5', 'Sox9', 'Crmp1', 'En1', 'Foxf2', 'Vim', 'Rfx4', 'Podxl', 'Lhx1', 'Crabp2', 'Smad6', 'Fn1', 'Efna1', 'Lpp', 'Krt8', 'Dmrta2', 'Bok', 'Hoxc5', 'Isl1', 'Foxa2', 'Ece1', 'Klf6', 'Sfrp1', 'Ddah1', 'Irx1', 'Slc9a3r1', 'Six1', 'Sp8', 'Unc5b', 'Tpm1', 'Gata3', 'Pax3', 'Slc16a3', 'Sox1', 'Zfp36l2', 'Dnmt3a', 'Lamb1', 'Hoxc10', 'Clic1', 'Eno3', 'Meis2', 'Ldha', 'Irx5', 'Mat2a', 'Gas1', 'Gabarap', 'Gamt', 'Tpm4', 'Nr2f2', 'Lamc1', 'Rbm38', 'Ebf1', 'Flnc', 'Aldoa', 'Id2', 'Adk', 'Id3', 'Gapdh', 'Irx3', 'Sox4', 'Cited2', 'Epha4', 'Tbx20', 'Eif4a1', 'Tbx1', 'Ak2', 'Rtn4', 'Nfe2l2', 'Hs6st2', 'Cirbp', 'Fkbp10', 'Mapk1', 'Slc3a2', 'Fezf2', 'Vcan', 'Tnfrsf1a', 'Sox17', 'Pdlim2', 'Notum', 'Hoxa11', 'Hcfc1r1', 'Evx1', 'Dusp10', 'Dhrs3', 'Dab2', 'Col4a2', 'Wnt7b', 'Tfrc', 'Tfap2a', 'Slc19a1', 'Shh', 'Pou3f2', 'Ntn1', 'Ebf2', 'Arx', 'Zic1', 'Zfpm1', 'Zfp91', 'Wnt11', 'Wnt10b', 'Wnt10a', 'Wnt1', 'Vldlr', 'Vgf', 'Vegfb', 'Vegfa', 'Vasp', 'Vamp2', 'Usp2', 'Uncx', 'Ube2d3', 'Tuba4a', 'Trim47', 'Tpm2', 'Tnfrsf12a', 'Tmem59l', 'Tlx1', 'Thbs1', 'Tgfbr3', 'Tgfbr2', 'Tfap2c', 'Tbx4', 'Tal1', 'Tagln2', 'Synj2', 'Stat3', 'Sstr4', 'Sp9', 'Sox18', 'Slc9a3r2', 'Slc7a5', 'Slc43a1', 'Slc38a2', 'Slc2a1', 'Slc25a37', 'Six2', 'Shox2', 'Sgk1', 'Serpine1', 'Sema3f', 'Sema3b', 'Sema3a', 'Sdk2', 'Sdc1', 'Runx1', 'Rtn2', 'Rspo2', 'Ret', 'Rassf5', 'Rara', 'Ramp2', 'Rac3', 'Ptpru', 'Ptprs', 'Ptpn5', 'Pthlh', 'Pth1r', 'Prss23', 'Prok2', 'Prkch', 'Prkce', 'Prkag2', 'Ppp1r15a', 'Ppm1n', 'Ppm1e', 'Ppargc1a', 'Pou3f1', 'Plxnd1', 'Plxnc1', 'Plau', 'Pla2g6', 'Pfn1', 'Pfkfb3', 'Penk', 'Pdgfb', 'Pde4a', 'Pcdh7', 'Pax9', 'Pax8', 'Pax5', 'Pax1', 'Pank4', 'Osm', 'Olig2', 'Olfm2', 'Odc1', 'Nxph1', 'Ntrk3', 'Ntn4', 'Ntf3', 'Nr3c1', 'Nr2f1', 'Nr1d1', 'Nr0b2', 'Npw', 'Nptx1', 'Notch1', 'Nos3', 'Nos1', 'Nme1', 'Nkx2-6', 'Nkx2-5', 'Nkx2-3', 'Nkx2-1', 'Nfil3', 'Nfib', 'Nfatc1', 'Neurog2', 'Nbl1', 'Nav2', 'Myh9', 'Mtus1', 'Mthfr', 'Mtfp1', 'Msrb3', 'Mrc2', 'Mnx1', 'Mical2', 'Meox2', 'Mecom', 'Mapt', 'Mapkapk3', 'Ltbp3', 'Ltbp1', 'Lrfn5', 'Lmx1a', 'Lgr5', 'Lepr', 'Lef1', 'Lama5', 'Lama3', 'Kremen2', 'Kcnh2', 'Junb', 'Itpka', 'Itgb1', 'Itga5', 'Itga3', 'Irx4', 'Il15ra', 'Id1', 'Icam5', 'Htr1b', 'Hspa1a', 'Hrh3', 'Hoxb9', 'Hoxa2', 'Homer2', 'Hhip', 'Gstp1', 'Grin1', 'Gprc5c', 'Gp1bb', 'Gnas', 'Gdnf', 'Gdf6', 'Gata2', 'Gad2', 'Gad1', 'Gabra1', 'Fxyd1', 'Fst', 'Foxl2', 'Foxl1', 'Foxg1', 'Foxe1', 'Foxd3', 'Foxd2', 'Foxc2', 'Foxc1', 'Foxa1', 'Fos', 'Flt1', 'Fli1', 'Flad1', 'Fgfr3', 'Fgf9', 'Fgf14', 'Fgf11', 'Fev', 'Fasn', 'Fam78a', 'F3', 'Eya4', 'Etv4', 'Ets1', 'Esrra', 'Esrp1', 'Espn', 'Erbb2', 'Epas1', 'Emp3', 'Edn1', 'Dusp7', 'Dusp4', 'Dusp1', 'Duox2', 'Dpf3', 'Dnajc6', 'Dlx2', 'Dll4', 'Dll1', 'Dio3', 'Diaph1', 'Dgat2', 'Ddr1', 'Dchs1', 'Dbx1', 'Dbp', 'Cyr61', 'Cyp27b1', 'Cyp26a1', 'Ctdsp1', 'Csf1', 'Crlf1', 'Comt', 'Comp', 'Col5a1', 'Col4a1', 'Col27a1', 'Col15a1', 'Clec11a', 'Cldn9', 'Cldn7', 'Cldn6', 'Clcf1', 'Chat', 'Celsr3', 'Cebpd', 'Cdkn1a', 'Cdh4', 'Cdh13', 'Cd70', 'Ccnd2', 'Ccnd1', 'Cbln1', 'Cbfa2t3', 'Cav1', 'Calca', 'C1ql2', 'Btg2', 'Bmp7', 'Bin1', 'Bdnf', 'Bcr', 'Barhl2', 'Bag6', 'Axin2', 'Atp1b1', 'Atf3', 'Ar', 'Aqp3', 'Angpt1', 'Alcam', 'Adra1b', 'Adra1a', 'Adora1', 'Adm', 'Adamts3', 'Adam15']",[-0.0],"[-0.1654, -0.133, 0.1236, -0.1225, -0.1197, 0.1107, 0.0958, 0.0919, 0.0918, 0.0867, 0.0862, -0.0849, 0.0827, 0.0826, 0.0823, 0.0822, 0.0809, 0.0767, -0.0758, 0.0739, -0.0735, -0.0723, 0.0712, 0.0698, 0.0686, 0.0643, 0.0629, 0.062, 0.0588, 0.0583, 0.0576, 0.0561, -0.0557, 0.0518, 0.0517, -0.0516, 0.0477, -0.0458, 0.045, 0.045, 0.0443, -0.0432, 0.0428, 0.0427, 0.0415, 0.0376, -0.037, -0.0368, 0.0361, 0.0357, -0.035, -0.0329, 0.0326, 0.0323, 0.0322, 0.0303, 0.0293, -0.0283, -0.0281, 0.0277, 0.0271, -0.0263, 0.026, 0.0251, -0.0235, -0.0234, -0.0215, 0.0208, 0.0206, -0.0206, 0.0202, 0.0195, -0.0191, 0.0178, 0.0177, 0.017, 0.0166, 0.0161, -0.0161, -0.0157, 0.0149, 0.0148, -0.0146, 0.0144, 0.0138, -0.0126, -0.0119, -0.011, 0.0104, -0.0102, -0.0085, 0.0083, 0.0083, 0.008, -0.0079, -0.0074, -0.0073, 0.0071, 0.0071, 0.0067, 0.0067, 0.0057, 0.0056, 0.0053, -0.0051, -0.0051, -0.005, 0.0049, 0.0049, 0.0048, 0.0043, 0.0043, 0.0042, -0.0038, -0.0037, 0.0033, -0.0033, 0.0032, 0.0029, -0.0027, -0.0027, 0.0025, -0.0025, -0.0024, -0.0021, 0.0017, -0.0015, -0.0013, -0.0013, 0.001, 0.0007, 0.0005, 0.0004, 0.0003, -0.0003, -0.0002, -0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -1e-04, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0]",[0.0],"[0.0363, 0.0292, 0.0271, 0.0269, 0.0263, 0.0243, 0.021, 0.0202, 0.0201, 0.019, 0.0189, 0.0186, 0.0182, 0.0181, 0.0181, 0.018, 0.0178, 0.0168, 0.0166, 0.0162, 0.0161, 0.0159, 0.0156, 0.0153, 0.015, 0.0141, 0.0138, 0.0136, 0.0129, 0.0128, 0.0126, 0.0123, 0.0122, 0.0114, 0.0113, 0.0113, 0.0105, 0.0101, 0.0099, 0.0099, 0.0097, 0.0095, 0.0094, 0.0094, 0.0091, 0.0083, 0.0081, 0.0081, 0.0079, 0.0078, 0.0077, 0.0072, 0.0072, 0.0071, 0.0071, 0.0066, 0.0064, 0.0062, 0.0062, 0.0061, 0.0059, 0.0058, 0.0057, 0.0055, 0.0052, 0.0051, 0.0047, 0.0046, 0.0045, 0.0045, 0.0044, 0.0043, 0.0042, 0.0039, 0.0039, 0.0037, 0.0036, 0.0035, 0.0035, 0.0034, 0.0033, 0.0033, 0.0032, 0.0032, 0.003, 0.0028, 0.0026, 0.0024, 0.0023, 0.0022, 0.0019, 0.0018, 0.0018, 0.0017, 0.0017, 0.0016, 0.0016, 0.0016, 0.0016, 0.0015, 0.0015, 0.0013, 0.0012, 0.0012, 0.0011, 0.0011, 0.0011, 0.0011, 0.0011, 0.0011, 0.001, 0.001, 0.0009, 0.0008, 0.0008, 0.0007, 0.0007, 0.0007, 0.0006, 0.0006, 0.0006, 0.0005, 0.0005, 0.0005, 0.0005, 0.0004, 0.0003, 0.0003, 0.0003, 0.0002, 0.0002, 1e-04, 1e-04, 1e-04, 1e-04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
396,THBS4_ligand_receptor_GP,1,1,1,1,['Thbs4'],['Ltbp1'],[0.9208],[0.0163],[0.9826],[0.0174]
1190,FGF5_ligand_targetgenes_GP,1,1,0,0,['Fgf5'],[],[0.5178],[],[1.0],[]
585,CLDN14_ligand_receptor_GP,1,1,1,1,['Cldn14'],['Cldn16'],[0.5024],[0.2794],[0.6426],[0.3574]
1330,WNT8A_ligand_targetgenes_GP,1,1,0,0,['Wnt8a'],[],[0.9034],[],[1.0],[]
126,TNC_ligand_receptor_GP,1,1,1,1,['Tnc'],['Ptprb'],[0.936],[-0.3553],[0.7248],[0.2752]
662,COL12A1_ligand_receptor_GP,1,1,2,2,['Col12a1'],"['Itgb1', 'Itga11']",[0.8085],"[0.0255, 0.0159]",[0.9513],"[0.03, 0.0187]"
98,FGF9_ligand_receptor_GP,1,1,1,1,['Fgf9'],['Fgfr4'],[0.6717],[0.2648],[0.7173],[0.2827]
614,ALCAM_ligand_receptor_GP,1,1,1,1,['Alcam'],['Chl1'],[0.9032],[0.1893],[0.8267],[0.1733]
633,APOO_ligand_receptor_GP,1,1,1,1,['Apoo'],['Il1rapl2'],[0.3032],[-0.0112],[0.9643],[0.0357]
